CensusTract,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LowIncomeTracts,PovertyRate,TractLOWI,Population,County
48029171924,0,0,0,0,10,1682,16772,Washington County
48029171925,0,0,0,0,12.3,2825,23045,Washington County
48029172002,0,0,0,0,2.9,3128,106208,Washington County
48029172003,0,0,0,0,4.7,1119,23798,Washington County
48029172004,0,0,0,0,6.5,620,9476,Washington County
48029172005,0,0,0,0,7.4,1829,24703,Washington County
48029172006,0,0,0,0,8.2,1536,18645,Washington County
48029172007,0,0,0,0,2.9,1023,35826,Washington County
48029180101,0,0,0,0,13.7,2004,14642,Washington County
48029180102,0,0,0,0,11.7,562,4787,Washington County
48029180201,0,1,0,1,29.3,2624,8961,Washington County
48029180202,0,1,0,1,31.4,3215,10253,Washington County
48029180300,0,1,0,1,22.1,3107,14030,Washington County
48029180400,0,1,0,1,27.6,2749,9969,Washington County
48029180501,0,1,0,1,25.6,2469,9627,Washington County
48029180503,0,0,0,0,16.7,1956,11743,Washington County
48029180504,1,1,1,1,28.7,2927,10189,Washington County
48029180602,0,1,0,1,16.1,1422,8826,Washington County
48029180603,0,0,0,0,15.4,755,4904,Washington County
48029180604,0,1,0,1,20.9,2607,12486,Washington County
48029180701,0,0,0,0,14.6,1081,7392,Washington County
48029180702,0,1,0,1,26.2,3583,13675,Washington County
48029180800,0,0,0,1,28.5,1343,4715,Washington County
48029180901,0,1,0,1,14.3,2592,18085,Washington County
48029180902,0,1,0,1,30.7,4210,13711,Washington County
48029181001,0,0,0,0,15.8,1278,8085,Washington County
48029181003,0,1,0,1,37.2,4217,11322,Washington County
48029181004,0,1,0,1,25.7,2320,9015,Washington County
48029181005,0,1,0,1,20.5,1978,9639,Washington County
48029181100,0,0,0,0,13.3,1855,13963,Washington County
48029181200,0,0,0,0,9.7,761,7830,Washington County
48029181301,0,0,0,0,17.5,1541,8781,Washington County
48029181302,0,0,0,0,12.9,2403,18699,Washington County
48029181303,0,1,0,1,41.8,2972,7107,Washington County
48029181402,1,1,1,1,41.5,1261,3038,Washington County
48029181403,0,0,0,0,7.2,2544,35480,Washington County
48029181404,0,0,0,0,10.9,1672,15388,Washington County
48029181503,0,1,0,1,15,2753,18323,Washington County
48029181504,1,1,1,1,12.9,2550,19707,Washington County
48029181505,0,0,0,0,7.1,1014,14330,Washington County
48029181506,1,1,1,1,16.2,1456,8975,Washington County
48029181601,0,0,0,1,20.1,1493,7420,Washington County
48029181602,1,1,1,1,18,3031,16797,Washington County
48029181703,0,0,0,0,16.3,1868,11485,Washington County
48029181704,0,0,0,0,19.2,2412,12551,Washington County
48029181705,0,0,0,0,9.1,1951,21398,Washington County
48029181711,0,0,0,0,8.9,1740,19604,Washington County
48029181712,0,0,0,0,6.5,742,11338,Washington County
48029181713,0,0,0,0,18.1,2691,14859,Washington County
48029181715,0,0,0,0,6.9,2438,35416,Washington County
48029181716,1,1,1,1,10.1,3247,32063,Washington County
48029181718,0,0,0,0,5.3,822,15618,Washington County
48029181720,0,0,0,0,1.2,401,33651,Washington County
48029181721,0,0,0,0,2.2,666,30456,Washington County
48029181722,0,0,0,0,2.8,951,34216,Washington County
48029181723,0,0,0,0,6,1216,20224,Washington County
48029181724,0,0,0,0,1.8,609,34116,Washington County
48029181725,1,1,1,1,12.7,2154,16956,Washington County
48029181726,0,0,0,0,6.1,2176,35499,Washington County
48029181727,0,0,0,0,5.3,1428,26791,Washington County
48029181728,0,0,0,0,6.7,3314,49548,Washington County
48029181729,0,0,0,0,5.2,1057,20381,Washington County
48029181730,0,0,0,0,7.1,1024,14366,Washington County
48029181731,0,0,0,0,5.8,1006,17373,Washington County
48029181808,1,1,1,1,24.1,463,1925,Washington County
48029181809,0,0,0,0,13.4,2303,17177,Washington County
48029181811,0,0,0,0,5.9,996,16966,Washington County
48029181813,0,0,0,0,18.2,3403,18669,Washington County
48029181814,0,0,0,0,16.1,1884,11729,Washington County
48029181815,0,0,0,0,8.6,600,6972,Washington County
48029181816,0,0,0,0,10.6,839,7910,Washington County
48029181817,0,0,0,0,10.3,1120,10828,Washington County
48029181818,0,0,0,0,8.4,1623,19320,Washington County
48029181819,1,1,1,1,30.9,3360,10888,Washington County
48029181820,1,1,1,1,47.4,3626,7648,Washington County
48029181821,0,0,0,0,8.8,859,9724,Washington County
48029181822,0,0,0,0,9.4,1143,12209,Washington County
48029181823,1,1,1,1,36.5,1872,5123,Washington County
48029181824,0,0,0,0,17.1,1022,5973,Washington County
48029181825,0,0,0,0,8.3,673,8151,Washington County
48029181826,0,0,0,0,6.7,1089,16353,Washington County
48029181901,1,1,1,1,32.4,2721,8407,Washington County
48029181902,0,0,0,0,4.9,576,11845,Washington County
48029182001,0,0,0,0,5.1,742,14496,Washington County
48029182002,0,0,0,0,2.5,898,35509,Washington County
48029182003,0,0,0,0,6.8,599,8824,Washington County
48029182101,0,0,0,0,3.7,724,19343,Washington County
48029182102,0,0,0,0,7.1,851,11988,Washington County
48029182103,0,0,0,0,5.8,514,8887,Washington County
48029182105,0,0,0,0,3.1,304,9813,Washington County
48029182106,0,0,0,0,3,538,18207,Washington County
48029190100,0,1,0,1,22.9,1818,7940,Washington County
48029190200,0,0,0,0,19.5,1222,6266,Washington County
48029190400,0,0,0,0,15.8,560,3555,Washington County
48029190501,0,1,0,1,20.2,1725,8544,Washington County
48029190503,0,0,0,0,13.1,1705,13037,Washington County
48029190504,0,0,0,0,19.2,1098,5716,Washington County
48029190601,0,1,0,1,12.3,2334,19004,Washington County
48029190603,0,0,0,1,21.6,1954,9058,Washington County
48029190604,0,1,0,1,28.7,2730,9507,Washington County
48029190700,0,1,0,1,24.5,1649,6720,Washington County
48029190800,0,0,0,0,3.3,130,3998,Washington County
48029190901,0,1,0,1,24.5,2491,10182,Washington County
48029190902,0,0,0,0,12.1,896,7388,Washington County
48029191003,0,1,0,1,31.9,5127,16071,Washington County
48029191004,0,1,0,1,31.6,2870,9075,Washington County
48029191005,0,0,0,1,13.5,1044,7713,Washington County
48029191006,0,1,0,1,25.6,3330,12991,Washington County
48029191101,0,0,0,0,5.9,266,4502,Washington County
48029191102,0,0,0,0,7.1,438,6187,Washington County
48029191201,0,0,0,0,7.4,755,10156,Washington County
48029191202,0,1,0,1,21.8,2052,9431,Washington County
48029191303,0,0,0,0,9.7,267,2762,Washington County
48029191304,1,1,1,1,32.5,1583,4877,Washington County
48029191405,0,0,0,0,7.1,2159,30332,Washington County
48029191406,0,0,0,0,4.3,637,14918,Washington County
48029191408,0,0,0,1,16.2,1225,7560,Washington County
48029191409,0,0,0,1,15.4,2329,15170,Washington County
48029191410,0,1,0,1,13.3,2411,18160,Washington County
48029191411,0,0,0,0,13.4,1193,8928,Washington County
48029191412,0,0,0,0,0.5,87,17487,Washington County
48029191413,0,0,0,0,9.5,1509,15964,Washington County
48029191503,0,0,0,0,5.7,576,10075,Washington County
48029191504,0,0,0,0,4.4,224,5063,Washington County
48029191505,0,0,0,0,1.2,82,6665,Washington County
48029191506,0,0,0,0,9.5,1302,13705,Washington County
48029191701,0,0,0,0,2.1,215,10112,Washington County
48029191702,0,0,0,0,5.3,656,12339,Washington County
48029191804,0,0,0,0,2.6,924,35122,Washington County
48029191806,0,0,0,0,1.5,416,27837,Washington County
48029191807,0,0,0,0,9.7,1100,11339,Washington County
48029191808,0,0,0,0,4.5,599,13333,Washington County
48029191809,0,0,0,0,4.5,701,15571,Washington County
48029191810,0,0,0,0,2.2,437,19580,Washington County
48029191811,0,0,0,0,4.2,432,10230,Washington County
48029191812,0,0,0,0,4,227,5621,Washington County
48029191813,0,0,0,0,7.4,1044,14195,Washington County
48029191814,0,0,0,0,5,625,12532,Washington County
48029191815,0,0,0,0,5.7,595,10404,Washington County
48029191816,0,0,0,0,3.1,318,10388,Washington County
48029191817,0,0,0,0,7.4,1924,26118,Washington County
48029191900,0,1,0,1,30.5,2951,9668,Washington County
48029192000,1,1,1,1,20.3,1865,9177,Washington County
48029192100,0,0,0,0,5.7,464,8116,Washington County
48029192200,1,1,1,1,21.4,864,4040,Washington County
48029192300,0,0,0,0,8,988,12396,Washington County
48029980001,0,0,0,0,0,0,0,Washington County
48029980002,0,0,0,0,0,0,0,Washington County
48029980003,1,1,1,1,10.9,299,2738,Washington County
48029980005,0,0,0,0,0,0,0,Washington County
48029980100,1,1,1,1,26.3,197,749,Washington County
48031950100,0,0,0,0,7.8,1294,16548,Washington County
48031950200,0,0,0,1,11.1,2030,18286,Washington County
48033950100,0,0,0,0,2.6,100,3894,Washington County
48035950100,1,1,0,1,18.9,1852,9814,Washington County
48035950200,0,0,0,1,22.5,764,3401,Washington County
48035950300,0,0,0,1,12.2,383,3127,Washington County
48035950400,0,0,0,0,9.2,783,8514,Washington County
48035950500,0,0,0,0,18.9,1203,6367,Washington County
48035950600,0,0,0,1,12.7,834,6592,Washington County
48035950700,0,0,0,0,6.8,780,11428,Washington County
48037010100,0,1,0,1,17.3,2293,13277,Washington County
48037010400,1,1,1,1,43.8,2705,6181,Washington County
48037010500,0,1,0,1,44.5,1335,3002,Washington County
48037010600,0,0,0,1,48.7,1019,2094,Washington County
48037010700,0,1,0,1,28.3,2405,8503,Washington County
48037010800,0,1,0,1,27.9,3150,11293,Washington County
48037010901,0,0,0,0,8.3,1316,15790,Washington County
48037010902,0,0,0,0,11.9,3399,28552,Washington County
48037011000,0,0,0,0,14.3,2412,16922,Washington County
48037011100,0,0,0,0,15.5,2241,14495,Washington County
48037011200,0,0,0,0,7.2,868,12121,Washington County
48037011300,0,0,0,1,17.6,2264,12841,Washington County
48037011401,0,0,0,0,8.2,3076,37383,Washington County
48037011402,0,0,0,0,9.5,767,8043,Washington County
48037011501,0,0,0,0,8.7,1056,12149,Washington County
48037011502,1,1,1,1,28.3,1764,6241,Washington County
48037011600,0,0,0,0,14.2,2206,15547,Washington County
48037011700,0,0,0,0,11.4,617,5409,Washington County
48039660100,0,0,0,0,3.2,303,9541,Washington County
48039660200,0,0,0,0,7.1,987,13892,Washington County
48039660300,0,0,0,0,3.5,1153,33174,Washington County
48039660400,0,0,0,0,9,1737,19285,Washington County
48039660500,0,0,0,0,8.7,1928,22145,Washington County
48039660601,0,0,0,0,4.2,1268,29977,Washington County
48039660602,0,0,0,0,3.3,5217,156061,Washington County
48039660701,0,0,0,0,7.2,1979,27549,Washington County
48039660702,0,0,0,0,4.2,1646,38966,Washington County
48039660801,0,0,0,0,2.1,893,42724,Washington County
48039660802,0,0,0,0,1.3,929,69976,Washington County
48039660900,0,0,0,0,16.3,3143,19281,Washington County
48039661000,0,0,0,0,11.5,2094,18271,Washington County
48039661100,0,0,0,1,13.2,1197,9058,Washington County
48039661200,0,1,0,1,18.7,2163,11578,Washington County
48039661300,0,1,0,1,24.2,1313,5422,Washington County
48039661400,1,1,1,1,11.1,2538,22809,Washington County
48039661501,0,0,0,0,12.7,1884,14856,Washington County
48039661502,0,0,0,0,10.3,1533,14887,Washington County
48039661601,0,0,0,0,16.5,1780,10795,Washington County
48039661602,0,0,0,0,17.9,696,3879,Washington County
48039661700,0,0,0,0,13.5,695,5146,Washington County
48039661800,0,0,0,0,9.5,1472,15525,Washington County
48039661900,0,0,0,0,7.6,2777,36410,Washington County
48039662000,0,0,0,0,10.8,1528,14148,Washington County
48039662100,0,0,0,0,12.6,1400,11094,Washington County
48039662200,0,0,0,0,5.8,1565,27143,Washington County
48039662300,0,1,0,1,22.5,2152,9576,Washington County
48039662400,0,0,0,0,4.4,959,21815,Washington County
48039662500,0,0,0,0,12,678,5664,Washington County
48039662600,0,0,0,0,8.1,930,11506,Washington County
48039662700,0,0,0,0,9.7,896,9200,Washington County
48039662800,0,0,0,0,15.1,1374,9115,Washington County
48039662900,0,0,0,0,11.3,1553,13687,Washington County
48039663000,0,0,0,0,17.2,718,4175,Washington County
48039663100,0,0,0,0,2.3,531,23109,Washington County
48039663200,0,0,0,0,12.5,1031,8248,Washington County
48039663300,0,1,0,1,14.7,856,5827,Washington County
48039663400,0,0,0,0,9.6,1882,19696,Washington County
48039663500,0,0,0,0,6.2,1488,23953,Washington County
48039663600,0,0,0,0,3.1,399,12953,Washington County
48039663700,0,0,0,0,13.7,759,5546,Washington County
48039663800,0,0,0,0,17.5,2108,12077,Washington County
48039663900,0,0,0,0,18.4,906,4913,Washington County
48039664000,0,0,0,0,13.2,1534,11638,Washington County
48039664100,0,0,0,0,10.4,1918,18450,Washington County
48039664200,1,1,1,1,19.4,954,4921,Washington County
48039664300,1,1,1,1,26.6,3711,13958,Washington County
48039664400,1,1,1,1,22.6,3159,13995,Washington County
48039664501,0,0,0,1,13.4,2017,14999,Washington County
48041000101,0,0,0,0,7,2563,36471,Washington County
48041000102,0,0,0,0,5.5,987,17795,Washington County
48041000103,0,0,0,0,5,428,8502,Washington County
48041000201,0,1,0,1,29.9,2961,9917,Washington County
48041000202,0,0,0,0,14.3,2883,20116,Washington County
48041000300,0,0,0,0,8.4,2170,25885,Washington County
48041000400,1,1,1,1,25.5,2077,8138,Washington County
48041000500,1,1,1,1,41.3,3722,9021,Washington County
48041000603,1,1,1,1,21.7,3586,16507,Washington County
48041000604,1,1,1,1,31.8,4224,13289,Washington County
48041000700,1,1,1,1,18,1717,9532,Washington County
48041000800,0,0,0,0,15.9,1858,11712,Washington County
48041000900,0,0,0,1,37.6,1679,4462,Washington County
48041001000,0,1,0,1,48.5,5371,11068,Washington County
48041001100,0,0,0,0,19.6,1979,10114,Washington County
48041001301,1,1,1,1,37.8,1569,4156,Washington County
48041001302,1,1,1,1,32.4,2523,7779,Washington County
48041001303,0,1,0,1,34.2,2730,7993,Washington County
48041001400,0,1,0,1,61.6,1724,2801,Washington County
48041001601,1,1,1,1,51.4,3428,6663,Washington County
48041001604,1,1,1,1,39.6,3583,9039,Washington County
48041001605,1,1,1,1,34.9,2341,6714,Washington County
48041001606,0,1,0,1,37.4,2325,6219,Washington County
48041001701,1,1,1,1,45.8,4122,9000,Washington County
48041001702,0,1,0,1,57.4,2562,4461,Washington County
48041001801,0,1,0,1,21.9,2325,10605,Washington County
48041001803,0,0,0,0,20,2669,13355,Washington County
48041001804,0,1,0,1,20.9,614,2932,Washington County
48041001900,0,0,0,0,14.7,2062,13988,Washington County
48041002001,0,0,0,0,9.1,1129,12408,Washington County
48041002002,0,0,0,0,13.2,2182,16477,Washington County
48041002006,0,0,0,0,9.6,402,4175,Washington County
48041002007,0,0,0,0,16.2,1973,12189,Washington County
48041002008,0,0,0,0,3.4,936,27327,Washington County
48041002009,0,0,0,0,2.8,297,10710,Washington County
48041002010,0,0,0,0,4.8,395,8180,Washington County
48041002011,0,0,0,0,3.2,589,18621,Washington County
48041002012,1,1,1,1,71.9,5485,7634,Washington County
48041002013,1,1,1,1,27.8,3550,12791,Washington County
48041002014,1,1,1,1,54.8,1981,3612,Washington County
48041002015,0,0,0,0,0,0,0,Washington County
48043950300,0,0,0,0,11.3,1775,15725,Washington County
48043950400,0,1,0,1,14.4,996,6920,Washington County
48043950500,1,1,1,1,12.8,875,6821,Washington County
48045950200,1,1,1,1,15.6,738,4723,Washington County
48047950100,0,0,0,1,34,794,2335,Washington County
48047950200,1,1,1,1,40.2,3251,8078,Washington County
48049950100,1,1,0,1,10.5,489,4670,Washington County
48049950200,0,0,0,0,5.1,1299,25233,Washington County
48049950300,0,0,0,0,9,907,10086,Washington County
48049950500,0,0,0,0,9.2,681,7424,Washington County
48049950600,1,1,1,1,37.8,1475,3898,Washington County
48049950700,0,1,0,1,36.8,462,1256,Washington County
48049950800,1,1,1,1,14.8,1453,9800,Washington County
48049950900,1,1,1,1,14.2,1753,12373,Washington County
48049951000,1,1,1,1,22.1,1365,6173,Washington County
48049951100,0,0,0,0,11.6,1463,12589,Washington County
48049951200,0,0,0,0,12.2,1315,10764,Washington County
48049951300,0,0,0,0,18.1,863,4761,Washington County
48051970100,0,0,0,0,6.1,341,5577,Washington County
48051970200,0,0,0,0,10,1151,11539,Washington County
48051970300,1,1,1,1,16.7,1557,9327,Washington County
48051970400,0,0,0,0,6.8,852,12521,Washington County
48051970500,0,0,0,1,17.1,1581,9255,Washington County
48053960100,0,0,0,0,10.1,1835,18087,Washington County
48053960200,0,0,0,0,4.4,568,12885,Washington County
48053960300,0,0,0,0,17.7,2314,13100,Washington County
48053960400,0,0,0,0,13.8,1770,12794,Washington County
48053960500,0,0,0,0,11.9,2509,21045,Washington County
48053960600,0,0,0,0,8.2,703,8563,Washington County
48053960700,0,0,0,0,7.7,2257,29266,Washington County
48053960800,0,0,0,0,10.6,1631,15327,Washington County
48055960101,0,0,0,1,13.3,3206,24172,Washington County
48055960102,0,0,0,1,13,1866,14332,Washington County
48055960200,1,1,1,1,21.7,1597,7355,Washington County
48055960300,1,1,1,1,5.2,1049,20239,Washington County
48055960400,1,1,1,1,13.5,1457,10799,Washington County
48055960500,0,0,0,1,27.3,4246,15535,Washington County
48055960600,0,0,0,0,4,588,14667,Washington County
48055960700,1,1,1,1,29.6,3058,10325,Washington County
48057000100,0,0,0,0,9.2,1598,17314,Washington County
48057000200,1,1,1,1,23.2,2227,9594,Washington County
48057000300,0,0,0,0,6.8,528,7806,Washington County
48057000400,0,0,0,0,9.5,2182,22949,Washington County
48057000500,1,1,0,1,22.4,1503,6696,Washington County
48059030101,0,0,0,0,16.3,1759,10791,Washington County
48059030102,0,0,0,0,11.5,1310,11383,Washington County
48059030200,0,0,0,0,14.4,2165,15074,Washington County
48061010100,0,0,0,1,27.1,4573,16895,Washington County
48061010201,0,0,0,1,24.2,1348,5562,Washington County
48061010203,1,1,1,1,29.3,3459,11822,Washington County
48061010301,0,0,0,1,26.5,3128,11821,Washington County
48061010302,0,0,0,1,17,4880,28712,Washington County
48061010401,0,0,0,1,25.9,3683,14207,Washington County
48061010402,1,1,1,1,27.8,4305,15489,Washington County
48061010500,0,1,0,1,38.2,1695,4438,Washington County
48061010601,1,1,1,1,34.6,5268,15233,Washington County
48061010602,0,0,0,0,15.9,446,2804,Washington County
48061010700,0,1,0,1,26.5,1584,5971,Washington County
48061010800,0,1,0,1,43.8,4439,10142,Washington County
48061010900,0,1,0,1,43,1109,2579,Washington County
48061011000,0,1,0,1,46.3,1996,4313,Washington County
48061011100,0,1,0,1,39.1,1851,4732,Washington County
48061011200,0,1,0,1,35.5,1189,3345,Washington County
48061011301,0,1,0,1,21.6,691,3193,Washington County
48061011302,0,0,0,0,7.9,1129,14248,Washington County
48061011400,0,0,0,0,19.8,2195,11063,Washington County
48061011500,1,1,1,1,41.5,4433,10671,Washington County
48061011600,0,1,0,1,41.7,4042,9686,Washington County
48061011700,1,1,1,1,41.7,4754,11400,Washington County
48061011801,1,1,1,1,35.5,3399,9574,Washington County
48061011802,1,1,1,1,41.7,2414,5789,Washington County
48061011901,1,1,1,1,27.5,3528,12838,Washington County
48061011902,1,1,1,1,26.1,2375,9117,Washington County
48061011903,0,0,0,1,34.2,1669,4877,Washington County
48061012001,1,1,1,1,16.2,2164,13325,Washington County
48061012002,1,1,1,1,20.8,2747,13209,Washington County
48061012101,0,0,0,0,17.1,1593,9318,Washington County
48061012102,0,0,0,1,41.7,3977,9539,Washington County
48061012200,1,1,1,1,28.4,6343,22333,Washington County
48061012301,0,0,0,1,22.7,1625,7148,Washington County
48061012304,0,1,0,1,27.7,2264,8164,Washington County
48061012305,0,0,0,0,9,808,8940,Washington County
48061012401,0,0,0,1,29.9,3656,12220,Washington County
48061012402,1,1,1,1,30.7,2589,8426,Washington County
48061012504,1,1,1,1,21,8089,38476,Washington County
48061012505,1,1,1,1,28.7,5465,19013,Washington County
48061012506,0,0,0,0,18.5,1857,10037,Washington County
48061012507,1,1,1,1,32.7,4023,12315,Washington County
48061012508,0,0,0,1,31.9,2676,8381,Washington County
48061012607,1,1,1,1,31.4,1821,5798,Washington County
48061012608,1,1,1,1,22.2,2582,11656,Washington County
48061012609,1,1,1,1,42.7,5503,12893,Washington County
48061012612,0,0,0,0,10.5,1734,16558,Washington County
48061012613,0,0,0,0,13.4,999,7461,Washington County
48061012700,1,1,1,1,34.5,3684,10677,Washington County
48061012800,0,0,0,1,18.6,3702,19935,Washington County
48061012900,0,1,0,1,33.8,2279,6737,Washington County
48061013002,0,1,0,1,35.6,2571,7231,Washington County
48061013003,0,1,0,1,43.7,1448,3310,Washington County
48061013004,0,1,0,1,20.4,1386,6801,Washington County
48061013102,1,1,1,1,36.5,2566,7030,Washington County
48061013104,1,1,1,1,28.7,1575,5496,Washington County
48061013106,0,1,0,1,44.7,3501,7830,Washington County
48061013203,1,1,1,1,48.7,1747,3590,Washington County
48061013204,1,1,1,1,38.1,1618,4244,Washington County
48061013205,1,1,1,1,34,2642,7781,Washington County
48061013206,1,1,1,1,53.7,2743,5113,Washington County
48061013207,1,1,1,1,46.3,3704,7995,Washington County
48061013303,0,1,0,1,22,2077,9442,Washington County
48061013305,0,1,0,1,29.1,2618,8985,Washington County
48061013306,0,1,0,1,42.6,1870,4391,Washington County
48061013307,0,1,0,1,38.4,1180,3070,Washington County
48061013308,1,1,1,1,49,2739,5588,Washington County
48061013309,1,1,1,1,41.9,2111,5036,Washington County
48061013401,0,0,0,1,45,1999,4446,Washington County
48061013402,0,0,0,1,40.5,1464,3614,Washington County
48061013500,0,1,0,1,33.5,1095,3267,Washington County
48061013600,0,1,0,1,35.6,1843,5174,Washington County
48061013700,0,1,0,1,55.2,3568,6462,Washington County
48061013801,0,1,0,1,70,2000,2858,Washington County
48061013802,0,1,0,1,56.3,2315,4111,Washington County
48061013901,0,0,0,1,40.6,2304,5676,Washington County
48061013902,0,0,0,1,37.7,2455,6517,Washington County
48061013903,0,1,0,1,44.1,3306,7501,Washington County
48061014001,0,0,0,1,54.9,1394,2537,Washington County
48061014002,0,0,0,1,60.2,1829,3039,Washington County
48061014100,1,1,1,1,26.8,9244,34432,Washington County
48061014200,0,0,0,1,40.2,3698,9206,Washington County
48061014300,0,1,0,1,39.5,2833,7180,Washington County
48061014400,0,0,0,0,14.1,8312,58893,Washington County
48061014500,1,1,1,1,28,3881,13868,Washington County
48061980100,0,0,0,0,0,0,0,Washington County
48063950101,0,0,0,1,18.5,1634,8823,Washington County
48063950102,0,0,0,1,20.3,1783,8768,Washington County
48063950200,1,1,1,1,20.6,2425,11746,Washington County
48065950100,0,0,0,0,8.6,413,4801,Washington County
48065950200,0,0,0,0,5,759,15291,Washington County
48067950100,0,0,0,1,19.2,3233,16850,Washington County
48067950200,1,1,0,1,17.6,953,5401,Washington County
48067950300,1,1,1,1,17.9,768,4283,Washington County
48067950400,1,1,1,1,31.3,2731,8739,Washington County
48067950500,0,0,0,0,20,900,4507,Washington County
48067950600,0,0,0,1,14.2,2045,14391,Washington County
48067950700,0,0,0,1,15.9,1879,11801,Washington County
48069950100,0,0,0,0,4,317,7931,Washington County
48069950200,0,1,0,1,17.3,2251,13016,Washington County
48069950300,0,0,0,1,19.5,1068,5470,Washington County
48071710100,0,0,0,0,6.8,2002,29515,Washington County
48071710200,0,0,0,0,12.9,3941,30514,Washington County
48071710300,0,0,0,1,23.1,1360,5876,Washington County
48071710401,0,0,0,0,8.9,2069,23192,Washington County
48071710500,0,0,0,1,23,1682,7298,Washington County
48073950100,1,1,0,1,8.6,2151,25006,Washington County
48073950200,0,0,0,0,16.4,2244,13665,Washington County
48073950300,0,0,0,0,10.5,2335,22313,Washington County
48073950400,0,0,0,1,43.5,1608,3693,Washington County
48073950500,1,1,1,1,33.6,2255,6704,Washington County
48073950600,0,0,0,0,17.3,1926,11140,Washington County
48073950700,1,1,1,1,24.1,2086,8651,Washington County
48073950801,0,0,0,1,15.6,1775,11351,Washington County
48073950802,0,0,0,0,10.6,1337,12658,Washington County
48073950900,0,0,0,0,10.5,810,7726,Washington County
48073951000,0,0,0,1,30.4,1749,5761,Washington County
48073951100,1,1,0,1,22.1,790,3582,Washington County
48075950100,0,0,0,0,9.4,193,2048,Washington County
48075950200,1,1,1,1,15.5,2265,14642,Washington County
48077030200,0,0,0,0,18,1187,6593,Washington County
48077030301,0,0,0,0,11.8,1576,13399,Washington County
48077030302,0,0,0,0,12,668,5567,Washington County
48079950100,1,1,0,1,23.9,1302,5457,Washington County
48081950100,1,1,1,1,12.5,548,4390,Washington County
48081950200,0,0,0,0,18.8,594,3152,Washington County
48083950300,1,1,1,1,19.9,1912,9603,Washington County
48083950600,0,0,0,0,15.1,338,2245,Washington County
48083950700,1,1,0,1,20.5,1211,5922,Washington County
48085030100,0,0,0,0,10.9,1918,17665,Washington County
48085030201,0,0,0,0,9.9,673,6799,Washington County
48085030202,0,0,0,0,7.6,434,5709,Washington County
48085030203,0,0,0,0,3.3,3170,95783,Washington County
48085030301,0,0,0,0,6.8,779,11510,Washington County
48085030302,0,0,0,0,5.6,287,5146,Washington County
48085030303,0,0,0,0,1.2,517,41796,Washington County
48085030304,0,0,0,0,6.5,708,10872,Washington County
48085030305,0,0,0,0,3.7,1763,47680,Washington County
48085030403,0,0,0,0,3.7,712,19161,Washington County
48085030404,0,0,0,0,4,826,20871,Washington County
48085030405,0,0,0,0,6,988,16546,Washington County
48085030406,0,0,0,0,10.5,1407,13408,Washington County
48085030407,0,0,0,0,4.2,419,10030,Washington County
48085030408,0,0,0,0,13.4,2263,16898,Washington County
48085030504,0,0,0,0,2.9,427,14530,Washington County
48085030505,0,0,0,0,3.4,507,14942,Washington County
48085030506,0,0,0,0,2.5,206,8407,Washington County
48085030507,0,0,0,0,1.7,120,6883,Washington County
48085030508,0,0,0,0,6.6,722,10951,Washington County
48085030509,0,0,0,0,3.5,210,5944,Washington County
48085030510,0,0,0,0,5.7,281,4948,Washington County
48085030511,0,0,0,0,2.7,454,17019,Washington County
48085030512,0,0,0,0,0,58,0,Washington County
48085030513,0,0,0,0,2.4,1265,52500,Washington County
48085030514,0,0,0,0,3.7,984,26418,Washington County
48085030515,0,0,0,0,4.2,872,20659,Washington County
48085030516,0,0,0,0,2.1,616,28655,Washington County
48085030517,0,0,0,0,6.3,1156,18408,Washington County
48085030518,0,0,0,0,1.6,174,10758,Washington County
48085030519,0,0,0,0,1.2,151,12703,Washington County
48085030520,0,0,0,0,0.6,330,51472,Washington County
48085030521,0,0,0,0,0.7,206,27916,Washington County
48085030522,0,0,0,0,3.3,1217,36351,Washington County
48085030523,0,0,0,0,6.5,1532,23464,Washington County
48085030524,0,0,0,0,3.3,615,18918,Washington County
48085030525,0,0,0,0,2.2,417,19188,Washington County
48085030526,0,0,0,0,3.3,884,26764,Washington County
48085030527,0,0,0,0,4.4,819,18608,Washington County
48085030528,0,0,0,0,3.6,1709,47080,Washington County
48085030529,0,0,0,0,4.1,481,11693,Washington County
48085030530,0,0,0,0,3.1,501,16055,Washington County
48085030531,0,0,0,0,3.3,513,15694,Washington County
48085030601,0,0,0,0,5.4,1547,28576,Washington County
48085030603,0,0,0,0,6.8,1894,27655,Washington County
48085030604,0,0,0,0,2.7,551,20658,Washington County
48085030605,0,0,0,0,7.2,2181,30355,Washington County
48085030701,0,0,0,0,13.8,983,7108,Washington County
48085030702,0,1,0,1,19.5,2286,11698,Washington County
48085030801,0,1,0,1,10.9,1444,13248,Washington County
48085030802,1,1,1,1,13.6,2697,19886,Washington County
48085030900,1,1,1,1,25.9,5838,22532,Washington County
48085031001,0,0,0,0,8.2,2207,26789,Washington County
48085031003,0,0,0,0,9,1769,19659,Washington County
48085031004,0,0,0,0,12.6,1662,13213,Washington County
48085031100,0,0,0,0,7.7,2347,30616,Washington County
48085031201,0,0,0,0,8.2,944,11446,Washington County
48085031202,0,0,0,0,1,619,59449,Washington County
48085031308,0,0,0,0,9.9,1147,11566,Washington County
48085031309,0,0,0,0,4.1,1554,38105,Washington County
48085031310,0,0,0,0,7.8,2074,26651,Washington County
