CensusTract,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,zip,Shortage_PF
42003250700,1,761,312,0,36,4.73,0,0,0,0,0,1,45.3,24167,0,0,0,0,0,0,0,0,366,239,73,143,578,0,1,0,39,5,146,162,15212,0.113364077
42003250900,1,1285,612,0,0,0,0,1,0,1,1,1,28.1,28393,0,1,0,1,0,0,0,1,713,310,141,569,665,1,0,2,48,25,292,267,15212,0.113364077
42003260200,1,2285,935,0,36,1.58,1,1,1,1,1,1,17,58750,1,1,1,1,1,0,0,1,703,485,290,1526,638,22,0,2,97,52,125,220,15212,0.113364077
42003261400,1,2473,1047,0,92,3.72,0,1,0,1,1,1,27.8,65313,0,1,0,1,0,0,0,1,923,665,422,622,1755,12,7,9,68,27,215,202,15212,0.113364077
42003261500,1,1672,759,0,23,1.38,0,1,0,1,1,1,33.6,63259,0,1,0,1,0,0,0,1,735,403,189,478,1094,9,1,10,80,17,227,290,15212,0.113364077
42003262000,1,2648,1160,0,82,3.1,1,1,1,1,1,1,32.5,36434,1,1,1,1,1,0,0,1,1198,632,447,1799,754,18,0,1,76,42,358,449,15212,0.113364077
42003270100,1,2649,1143,0,31,1.17,0,0,0,0,0,0,10.9,66990,0,0,0,0,0,0,0,0,676,588,340,1941,585,18,1,1,103,48,58,116,15212,0.113364077
42003270300,1,1947,885,0,35,1.8,0,0,0,0,0,0,9.1,71905,0,0,0,0,0,0,0,0,676,434,336,1266,566,18,0,1,96,32,138,223,15212,0.113364077
42003270400,1,1079,473,0,0,0,0,0,0,0,0,0,15.3,66786,0,0,0,0,0,0,0,0,434,226,131,546,487,4,0,0,42,11,64,85,15212,0.113364077
42003270800,1,2651,1231,0,62,2.34,0,0,0,0,0,0,19.3,69408,0,1,0,1,0,0,0,0,838,462,521,2147,432,11,0,3,58,35,146,147,15212,0.113364077
42003271500,1,3167,1354,0,32,1.01,0,1,0,1,1,1,19.9,52729,0,1,0,1,0,0,0,1,1902,749,371,1721,1316,8,1,13,108,34,233,312,15212,0.113364077
42003428100,1,1242,529,0,0,0,0,0,0,0,0,0,5.9,72700,1,1,1,1,1,0,0,0,322,197,246,1216,3,3,0,10,10,7,47,7,15212,0.113364077
42003428200,1,2091,916,0,0,0,0,0,0,0,0,0,2.8,83100,1,1,1,1,1,0,0,0,299,356,418,2040,34,8,0,0,9,7,37,51,15212,0.113364077
42003429700,1,2371,1046,0,4,0.17,0,0,0,0,0,0,5.1,86250,0,1,0,1,0,0,0,0,387,443,510,2292,35,15,1,0,28,16,41,86,15212,0.113364077
42003480300,1,3415,1446,0,0,0,0,0,0,0,0,0,8.8,80833,1,1,1,1,1,0,0,0,649,675,608,3269,48,65,0,1,32,35,27,162,15212,0.113364077
42003562700,1,1395,808,0,63,4.52,0,1,0,0,0,1,20.7,98250,0,1,0,1,0,0,0,0,690,200,210,735,537,63,1,5,54,40,311,111,15212,0.113364077
42003563200,1,2439,1458,0,44,1.8,0,1,0,1,1,1,27.3,96597,0,1,0,1,0,0,0,1,968,276,306,1592,657,40,1,9,140,97,574,298,15212,0.113364077
42003980400,1,21,14,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,15212,0.113364077
42003980600,1,11,4,0,4,36.36,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,2,8,3,0,0,0,0,0,4,0,15212,0.113364077
42003980900,1,1797,0,1,1797,100,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,11,841,815,3,0,0,138,131,0,0,15212,0.113364077
42003240600,1,2714,1349,0,3,0.11,0,0,0,0,1,0,16.8,79196,0,1,0,1,0,0,0,1,651,483,331,2204,331,108,1,3,67,50,265,183,15223,0.544523004
42003425000,1,3451,1607,0,4,0.12,0,1,0,1,1,1,8.8,59943,0,1,0,1,0,0,0,1,1290,696,446,3304,47,25,0,3,72,65,157,323,15223,0.544523004
42003426400,1,4581,2033,0,10,0.22,0,0,0,0,0,0,6.2,88333,0,1,0,1,0,0,0,0,604,880,888,4488,18,21,0,2,52,30,50,126,15223,0.544523004
42003426700,1,2361,1141,0,4,0.17,0,0,0,0,0,0,4.5,79306,0,1,0,1,0,0,0,0,404,345,446,2239,24,69,0,0,29,17,22,58,15223,0.544523004
42003427100,1,5510,2189,0,6,0.11,0,0,0,0,0,0,4.8,111806,1,1,1,1,1,0,0,0,584,1141,870,5366,29,57,0,2,56,48,62,20,15223,0.544523004
42003427200,1,4899,2184,0,90,1.84,0,0,0,0,1,0,12.4,77303,0,1,0,1,0,0,0,1,1047,877,965,4759,49,44,0,7,40,43,153,152,15223,0.544523004
42003464300,1,3330,1511,0,0,0,0,0,0,0,0,0,8.8,64375,0,0,0,0,0,0,0,0,734,678,499,3053,189,24,0,6,58,37,167,196,15223,0.544523004
42003250900,1,1285,612,0,0,0,0,1,0,1,1,1,28.1,28393,0,1,0,1,0,0,0,1,713,310,141,569,665,1,0,2,48,25,292,267,15214,0.592789165
42003260200,1,2285,935,0,36,1.58,1,1,1,1,1,1,17,58750,1,1,1,1,1,0,0,1,703,485,290,1526,638,22,0,2,97,52,125,220,15214,0.592789165
42003260700,1,1744,730,0,0,0,0,0,0,0,0,0,7.7,77750,1,1,1,1,1,0,0,0,313,411,171,993,670,14,0,4,63,19,90,73,15214,0.592789165
42003260900,1,1214,460,0,0,0,1,1,1,1,1,1,67.5,17750,1,1,1,1,1,0,0,1,1113,515,158,57,1099,1,0,2,55,25,314,468,15214,0.592789165
42003261200,1,1051,481,0,0,0,0,0,0,0,0,0,3.7,94830,1,1,1,1,1,0,0,0,126,201,192,866,160,0,0,0,25,11,26,20,15214,0.592789165
42003261400,1,2473,1047,0,92,3.72,0,1,0,1,1,1,27.8,65313,0,1,0,1,0,0,0,1,923,665,422,622,1755,12,7,9,68,27,215,202,15214,0.592789165
42003261500,1,1672,759,0,23,1.38,0,1,0,1,1,1,33.6,63259,0,1,0,1,0,0,0,1,735,403,189,478,1094,9,1,10,80,17,227,290,15214,0.592789165
42003262000,1,2648,1160,0,82,3.1,1,1,1,1,1,1,32.5,36434,1,1,1,1,1,0,0,1,1198,632,447,1799,754,18,0,1,76,42,358,449,15214,0.592789165
42003270800,1,2651,1231,0,62,2.34,0,0,0,0,0,0,19.3,69408,0,1,0,1,0,0,0,0,838,462,521,2147,432,11,0,3,58,35,146,147,15214,0.592789165
42003271500,1,3167,1354,0,32,1.01,0,1,0,1,1,1,19.9,52729,0,1,0,1,0,0,0,1,1902,749,371,1721,1316,8,1,13,108,34,233,312,15214,0.592789165
42003428200,1,2091,916,0,0,0,0,0,0,0,0,0,2.8,83100,1,1,1,1,1,0,0,0,299,356,418,2040,34,8,0,0,9,7,37,51,15214,0.592789165
42003429100,1,2510,1130,0,99,3.94,0,0,0,0,0,0,6.9,101477,1,1,1,1,1,0,0,0,467,431,423,2309,104,46,2,2,47,33,90,42,15214,0.592789165
42003429700,1,2371,1046,0,4,0.17,0,0,0,0,0,0,5.1,86250,0,1,0,1,0,0,0,0,387,443,510,2292,35,15,1,0,28,16,41,86,15214,0.592789165
42003980400,1,21,14,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,15214,0.592789165
42003281400,1,2352,992,0,0,0,0,1,0,1,1,1,42.3,30962,0,1,0,1,0,0,0,1,1473,684,324,1349,881,15,0,11,96,47,326,443,15205,1.664125495
42003281500,1,1462,633,0,0,0,0,0,0,0,0,0,6.4,64722,0,1,0,1,0,0,0,0,371,301,209,1179,212,13,0,1,57,11,74,80,15205,1.664125495
42003453003,0,1893,731,0,0,0,0,0,0,0,0,0,6.1,99479,0,0,0,0,0,0,0,0,358,459,318,1827,17,18,1,1,29,19,24,40,15205,1.664125495
42003458000,1,7080,3095,0,19,0.27,0,0,0,0,1,0,3.2,107340,1,1,1,1,1,0,0,1,850,1333,1434,6676,90,237,6,3,68,69,143,151,15205,1.664125495
42003459201,1,5988,2801,0,101,1.69,0,0,0,0,1,0,4.7,107546,1,1,1,1,1,0,0,1,954,1022,973,5369,199,310,1,7,102,123,129,79,15205,1.664125495
42003459202,1,661,471,0,0,0,1,1,1,0,0,1,8.6,53906,1,1,1,1,1,0,0,0,164,40,77,641,10,4,0,0,6,8,14,7,15205,1.664125495
42003460002,1,3422,1370,0,12,0.35,0,0,0,0,0,0,2.9,82857,0,1,0,1,0,0,0,0,856,666,602,3299,48,37,1,3,34,18,130,66,15205,1.664125495
42003464300,1,3330,1511,0,0,0,0,0,0,0,0,0,8.8,64375,0,0,0,0,0,0,0,0,734,678,499,3053,189,24,0,6,58,37,167,196,15205,1.664125495
42003465600,1,2373,1197,0,12,0.51,0,0,0,0,0,0,15.2,71131,0,0,0,0,0,0,0,0,930,385,412,2135,139,32,1,0,66,33,314,254,15205,1.664125495
42003465800,1,3578,1591,0,5,0.14,0,0,0,0,0,0,4.4,87875,0,1,0,1,0,0,0,0,471,745,428,3325,137,13,1,4,98,53,122,167,15205,1.664125495
42003469000,1,4432,1958,0,3,0.07,0,0,0,0,0,0,9.9,98346,1,1,1,1,1,0,0,0,868,759,944,4195,78,112,1,3,43,51,85,89,15205,1.664125495
42003562600,1,2635,1151,0,0,0,1,1,1,1,1,1,17.8,49375,1,1,1,1,1,0,0,1,1058,594,330,1695,799,18,0,5,118,38,205,363,15205,1.664125495
42003562800,1,1597,769,0,52,3.26,1,1,1,0,0,1,20.3,60139,1,1,1,1,1,0,0,0,717,250,289,1374,152,14,0,2,55,36,93,127,15205,1.664125495
42003563000,1,2848,1306,0,63,2.21,0,0,0,0,0,0,14.5,70125,0,1,0,1,0,0,0,0,640,417,475,1618,1085,25,0,8,112,66,76,177,15205,1.664125495
42003563100,1,3549,1612,0,0,0,0,0,0,0,0,0,10,67792,0,0,0,0,0,0,0,0,866,658,634,2977,281,180,1,3,107,51,95,194,15205,1.664125495
42003564100,1,882,356,0,0,0,0,0,0,0,0,0,2.8,165625,1,1,1,1,1,0,0,0,41,191,150,860,4,10,0,0,8,15,3,2,15205,1.664125495
42003290400,1,4049,1773,0,30,0.74,1,1,1,1,1,1,25,53276,1,1,1,1,1,0,0,1,1818,807,598,3528,367,36,0,8,110,56,353,454,15227,1.022845836
42003320400,1,1994,855,0,90,4.51,1,1,1,0,0,1,16.2,53152,1,1,1,1,1,0,0,0,718,333,395,1853,84,29,0,1,27,19,68,142,15227,1.022845836
42003320700,1,1650,730,0,0,0,0,0,0,0,0,0,14.9,75667,0,1,0,1,0,0,0,0,563,288,311,1570,45,4,0,0,31,20,23,45,15227,1.022845836
42003477100,1,3651,1663,0,52,1.42,0,0,0,0,0,0,6.3,89531,0,1,0,1,0,0,0,0,624,602,969,3582,11,18,2,1,37,31,89,22,15227,1.022845836
42003477200,1,4140,1888,0,139,3.36,0,0,0,0,0,0,4.4,98790,0,1,0,1,0,0,0,0,546,682,1291,4070,17,30,1,1,21,28,165,30,15227,1.022845836
42003477300,1,6153,2605,0,181,2.94,0,1,0,1,1,1,23.6,72447,0,1,0,1,0,0,0,1,2172,1277,1056,5049,493,484,0,9,118,73,265,385,15227,1.022845836
42003478100,1,4015,1978,0,5,0.12,0,0,0,0,1,0,8.9,78833,0,1,0,1,0,0,0,1,830,720,624,3769,98,41,4,10,93,109,210,259,15227,1.022845836
42003478200,1,5628,2401,0,0,0,0,0,0,0,1,0,8.4,68854,1,1,1,1,1,0,0,1,1281,1216,740,5408,99,35,0,7,79,60,253,425,15227,1.022845836
42003480200,1,3428,1455,0,2,0.06,0,0,0,0,0,0,4.8,88942,0,1,0,1,0,0,0,0,404,603,633,3242,69,63,0,2,52,33,55,22,15227,1.022845836
42003480300,1,3415,1446,0,0,0,0,0,0,0,0,0,8.8,80833,1,1,1,1,1,0,0,0,649,675,608,3269,48,65,0,1,32,35,27,162,15227,1.022845836
42003480400,1,4980,2213,0,4,0.08,0,0,0,0,1,0,7.6,82563,1,1,1,1,1,0,0,1,716,860,1062,4787,102,15,0,4,72,36,291,204,15227,1.022845836
42003562900,1,1926,854,0,0,0,1,1,1,1,1,1,20.2,42632,1,1,1,1,1,0,0,1,1051,431,266,1338,460,51,0,2,75,33,227,246,15227,1.022845836
42003310200,1,3227,1455,0,0,0,0,0,0,0,0,0,7.7,68828,1,1,1,1,1,0,0,0,982,564,560,3131,48,7,5,2,34,19,128,247,15120,0.160897943
42003310300,1,990,403,0,0,0,0,0,0,0,0,0,3.3,88618,1,1,1,1,1,0,0,0,113,201,181,868,88,5,0,2,27,17,23,27,15120,0.160897943
42003482500,1,1929,865,0,0,0,0,0,0,0,0,0,16.1,78125,0,1,0,1,0,0,0,0,510,323,464,1620,249,8,0,1,51,17,98,169,15120,0.160897943
42003483800,1,3165,1485,0,39,1.23,0,0,0,0,0,1,35.2,26336,0,0,0,0,0,0,0,0,2192,745,582,1037,1872,96,0,6,154,58,641,540,15120,0.160897943
42003484300,1,3404,1548,0,0,0,0,0,0,0,1,0,13.6,71944,0,1,0,1,0,0,0,1,1183,771,511,2439,794,53,2,7,109,68,361,300,15120,0.160897943
42003484500,1,5745,2659,0,0,0,0,0,0,0,1,0,11.8,74415,1,1,1,1,1,0,0,1,1263,1006,1161,5576,81,19,1,0,68,74,249,127,15120,0.160897943
42003484600,1,2257,1035,0,47,2.08,0,1,0,1,1,1,10.9,60324,0,1,0,1,0,0,0,1,911,401,489,1964,204,37,0,7,45,24,237,290,15120,0.160897943
42003485000,1,1271,542,0,0,0,0,1,0,0,0,1,19.5,53214,0,1,0,1,0,0,0,0,461,273,198,1091,152,0,0,0,28,18,45,73,15120,0.160897943
42003488100,1,2311,964,0,0,0,0,0,0,0,0,0,12.7,70288,1,1,1,1,1,0,0,0,520,470,479,1841,396,5,0,1,68,21,40,119,15120,0.160897943
42003320700,1,1650,730,0,0,0,0,0,0,0,0,0,14.9,75667,0,1,0,1,0,0,0,0,563,288,311,1570,45,4,0,0,31,20,23,45,15236,0.415408849
42003475401,1,3790,1561,0,16,0.42,0,0,0,0,0,0,3.3,92532,0,1,0,1,0,0,0,0,422,810,850,3682,40,46,0,2,20,19,113,8,15236,0.415408849
42003476200,1,3282,1427,0,3,0.09,0,0,0,0,0,0,9.9,74844,0,1,0,1,0,0,0,0,741,618,620,3202,33,10,0,2,35,22,51,141,15236,0.415408849
42003477100,1,3651,1663,0,52,1.42,0,0,0,0,0,0,6.3,89531,0,1,0,1,0,0,0,0,624,602,969,3582,11,18,2,1,37,31,89,22,15236,0.415408849
42003477200,1,4140,1888,0,139,3.36,0,0,0,0,0,0,4.4,98790,0,1,0,1,0,0,0,0,546,682,1291,4070,17,30,1,1,21,28,165,30,15236,0.415408849
42003477300,1,6153,2605,0,181,2.94,0,1,0,1,1,1,23.6,72447,0,1,0,1,0,0,0,1,2172,1277,1056,5049,493,484,0,9,118,73,265,385,15236,0.415408849
42003478100,1,4015,1978,0,5,0.12,0,0,0,0,1,0,8.9,78833,0,1,0,1,0,0,0,1,830,720,624,3769,98,41,4,10,93,109,210,259,15236,0.415408849
42003478200,1,5628,2401,0,0,0,0,0,0,0,1,0,8.4,68854,1,1,1,1,1,0,0,1,1281,1216,740,5408,99,35,0,7,79,60,253,425,15236,0.415408849
42003480101,1,4837,2218,0,0,0,0,1,0,1,1,1,5.3,61566,0,1,0,1,0,0,0,1,2272,1056,954,3828,765,82,4,13,145,88,268,453,15236,0.415408849
42003480102,1,3107,1337,0,8,0.26,0,0,0,0,0,0,7.4,66442,0,1,0,1,0,0,0,0,804,600,723,2984,72,21,0,1,29,22,63,134,15236,0.415408849
42003480200,1,3428,1455,0,2,0.06,0,0,0,0,0,0,4.8,88942,0,1,0,1,0,0,0,0,404,603,633,3242,69,63,0,2,52,33,55,22,15236,0.415408849
42003480300,1,3415,1446,0,0,0,0,0,0,0,0,0,8.8,80833,1,1,1,1,1,0,0,0,649,675,608,3269,48,65,0,1,32,35,27,162,15236,0.415408849
42003480400,1,4980,2213,0,4,0.08,0,0,0,0,1,0,7.6,82563,1,1,1,1,1,0,0,1,716,860,1062,4787,102,15,0,4,72,36,291,204,15236,0.415408849
42003488500,1,2843,1271,0,0,0,0,0,0,0,0,0,9.3,76250,0,1,0,1,0,0,0,0,838,535,516,2683,97,19,0,0,44,29,96,203,15236,0.415408849
42003488600,1,4942,2123,0,1,0.02,0,0,0,0,1,0,15.7,76295,1,1,1,1,1,0,0,1,1269,924,1008,4445,387,24,0,4,82,85,147,261,15236,0.415408849
42003489001,1,4542,2035,0,108,2.38,0,0,0,0,0,0,6.5,86563,0,0,0,0,0,0,0,0,708,812,1228,4323,107,57,2,1,52,40,176,74,15236,0.415408849
42003489002,1,3726,1525,0,0,0,0,0,0,0,0,0,4.6,101944,0,1,0,1,0,0,0,0,485,789,633,3514,119,51,0,2,40,46,39,83,15236,0.415408849
42003490003,1,3519,1449,0,1,0.03,0,0,0,0,0,0,8.5,95147,1,1,1,1,1,0,0,0,705,768,604,3427,45,19,3,2,23,17,59,100,15236,0.415408849
42003491101,1,5892,2290,0,80,1.36,0,0,0,0,0,0,2.8,125857,1,1,1,1,1,0,0,0,589,1320,869,5620,106,109,2,3,52,72,50,31,15236,0.415408849
42003562900,1,1926,854,0,0,0,1,1,1,1,1,1,20.2,42632,1,1,1,1,1,0,0,1,1051,431,266,1338,460,51,0,2,75,33,227,246,15236,0.415408849
42003401100,1,4447,2043,0,16,0.36,0,0,0,0,0,0,4.9,67609,0,1,0,1,0,0,0,0,1134,807,928,4317,57,27,0,6,40,31,101,234,16229,1.471709909
42005950600,0,3499,1321,0,159,4.54,0,0,0,0,0,1,12.7,51852,0,0,0,0,0,0,0,0,866,713,536,3406,49,8,1,2,33,20,72,196,16229,1.471709909
42005951200,0,5991,2394,0,11,0.18,0,0,0,0,0,0,8.2,80972,0,0,0,0,0,0,0,0,1225,1192,1058,5933,14,15,0,3,26,24,47,181,16229,1.471709909
42005951900,1,1813,812,0,0,0,1,1,1,0,0,1,10.6,53625,1,1,1,1,1,0,0,0,687,427,279,1755,10,3,4,2,39,20,82,185,16229,1.471709909
42019912700,0,7307,2827,0,7,0.1,0,0,0,0,0,0,3.8,98360,0,0,0,0,0,0,0,0,796,1717,1131,7157,31,53,2,6,58,58,72,102,16229,1.471709909
42003401100,1,4447,2043,0,16,0.36,0,0,0,0,0,0,4.9,67609,0,1,0,1,0,0,0,0,1134,807,928,4317,57,27,0,6,40,31,101,234,15065,0.175863422
42003401200,1,3272,1463,0,0,0,0,1,0,0,0,1,31.1,36472,0,1,0,1,0,0,0,0,1803,769,545,2828,278,19,0,8,139,47,218,435,15065,0.175863422
42003401300,1,2742,1168,0,48,1.75,0,0,0,0,0,0,4,69034,0,1,0,1,0,0,0,0,350,518,529,2663,31,15,0,0,33,19,16,72,15065,0.175863422
42003406000,0,2376,963,0,0,0,0,0,0,0,0,0,3.2,78750,0,0,0,0,0,0,0,0,398,432,421,2326,9,16,1,2,22,9,21,65,15065,0.175863422
42019912700,0,7307,2827,0,7,0.1,0,0,0,0,0,0,3.8,98360,0,0,0,0,0,0,0,0,796,1717,1131,7157,31,53,2,6,58,58,72,102,15065,0.175863422
42003402000,1,3260,1494,0,93,2.85,1,1,1,1,1,1,17.5,61613,1,1,1,1,1,0,0,1,1125,622,610,3040,141,10,1,3,65,22,142,320,15084,4.457717327
42003403500,1,4530,2009,0,63,1.39,1,1,1,1,1,1,23.3,45801,1,1,1,1,1,0,0,1,2262,1008,638,4165,232,23,0,13,97,47,344,728,15084,4.457717327
42003404000,1,1500,703,0,0,0,0,0,0,0,0,0,12.2,69931,1,1,1,1,1,0,0,0,423,284,252,1434,28,9,0,0,29,2,70,91,15084,4.457717327
42003405000,0,1157,499,0,0,0,0,0,0,0,0,0,6.9,82500,0,0,0,0,0,0,0,0,141,211,230,1129,1,6,0,0,21,4,19,27,15084,4.457717327
42003406000,0,2376,963,0,0,0,0,0,0,0,0,0,3.2,78750,0,0,0,0,0,0,0,0,398,432,421,2326,9,16,1,2,22,9,21,65,15084,4.457717327
42003407001,0,5174,2176,0,12,0.23,0,0,0,0,0,0,3,87634,0,0,0,0,0,0,0,0,1302,1005,988,5089,18,25,1,11,30,26,75,36,15084,4.457717327
42003407002,1,6597,2607,0,123,1.86,0,0,0,0,0,0,6.6,93750,1,1,1,1,1,0,0,0,989,1470,1115,6481,42,27,1,5,41,69,59,157,15084,4.457717327
42003415001,0,4708,1708,0,131,2.78,0,0,0,0,0,0,4.2,116776,0,0,0,0,0,0,0,0,453,1204,699,4264,71,288,0,7,78,86,40,107,15084,4.457717327
42003416000,1,1636,795,0,0,0,0,1,0,0,0,1,9.5,56118,0,1,0,1,0,0,0,0,445,227,380,1629,3,1,0,2,1,10,49,93,15084,4.457717327
42003402000,1,3260,1494,0,93,2.85,1,1,1,1,1,1,17.5,61613,1,1,1,1,1,0,0,1,1125,622,610,3040,141,10,1,3,65,22,142,320,15014,1.020871143
42003405000,0,1157,499,0,0,0,0,0,0,0,0,0,6.9,82500,0,0,0,0,0,0,0,0,141,211,230,1129,1,6,0,0,21,4,19,27,15024,0.013754336
42003407002,1,6597,2607,0,123,1.86,0,0,0,0,0,0,6.6,93750,1,1,1,1,1,0,0,0,989,1470,1115,6481,42,27,1,5,41,69,59,157,15024,0.013754336
42003415001,0,4708,1708,0,131,2.78,0,0,0,0,0,0,4.2,116776,0,0,0,0,0,0,0,0,453,1204,699,4264,71,288,0,7,78,86,40,107,15024,0.013754336
42003415002,1,2545,958,0,102,4.01,0,0,0,0,0,0,5.1,112431,1,1,1,1,1,0,0,0,200,575,464,2377,28,117,0,2,21,33,17,47,15024,0.013754336
42003416000,1,1636,795,0,0,0,0,1,0,0,0,1,9.5,56118,0,1,0,1,0,0,0,0,445,227,380,1629,3,1,0,2,1,10,49,93,15024,0.013754336
42003417100,1,2145,973,0,0,0,0,0,0,0,0,0,9.1,66250,1,1,1,1,1,0,0,0,424,365,411,2122,4,3,0,2,14,9,33,104,15024,0.013754336
42003418000,1,1746,821,0,4,0.23,0,0,0,0,0,0,6.6,82813,1,1,1,1,1,0,0,0,297,277,447,1725,3,7,0,1,10,10,77,61,15024,0.013754336
42003419000,1,2921,1391,0,234,8.01,0,0,0,0,1,0,9.4,86734,1,1,1,1,1,0,0,1,572,376,946,2854,18,21,1,1,26,32,125,87,15024,0.013754336
42003407001,0,5174,2176,0,12,0.23,0,0,0,0,0,0,3,87634,0,0,0,0,0,0,0,0,1302,1005,988,5089,18,25,1,11,30,26,75,36,15076,1.909166667
42003407002,1,6597,2607,0,123,1.86,0,0,0,0,0,0,6.6,93750,1,1,1,1,1,0,0,0,989,1470,1115,6481,42,27,1,5,41,69,59,157,15076,1.909166667
42003407002,1,6597,2607,0,123,1.86,0,0,0,0,0,0,6.6,93750,1,1,1,1,1,0,0,0,989,1470,1115,6481,42,27,1,5,41,69,59,157,15101,0.352646733
42003413100,1,6609,2581,0,191,2.89,0,0,0,0,0,0,7.6,138125,1,1,1,1,1,0,0,0,820,1531,881,5883,123,495,9,10,89,115,70,136,15101,0.352646733
42003413400,1,4339,1650,0,42,0.97,0,0,0,0,0,0,3.2,109688,1,1,1,1,1,0,0,0,559,1034,764,4002,31,254,1,0,51,32,60,27,15101,0.352646733
42003413500,1,6164,2762,0,603,9.78,0,0,0,0,1,0,6.7,96375,1,1,1,1,1,0,0,1,1049,912,1326,5527,212,325,1,6,93,66,323,51,15101,0.352646733
42003414101,1,5358,1986,0,8,0.15,0,0,0,0,0,0,1.6,112727,0,1,0,1,0,0,0,0,345,1380,674,5178,59,80,1,1,39,27,30,24,15101,0.352646733
42003414102,1,7040,2961,0,4,0.06,0,0,0,0,1,0,3.9,109625,1,1,1,1,1,0,0,1,1214,1594,1318,6660,85,208,0,5,82,79,287,87,15101,0.352646733
42003414200,1,5965,2276,0,8,0.13,0,0,0,0,0,0,5.6,98750,1,1,1,1,1,0,0,0,692,1456,1017,5792,22,97,0,3,51,42,66,147,15101,0.352646733
42003415001,0,4708,1708,0,131,2.78,0,0,0,0,0,0,4.2,116776,0,0,0,0,0,0,0,0,453,1204,699,4264,71,288,0,7,78,86,40,107,15101,0.352646733
42003415002,1,2545,958,0,102,4.01,0,0,0,0,0,0,5.1,112431,1,1,1,1,1,0,0,0,200,575,464,2377,28,117,0,2,21,33,17,47,15101,0.352646733
42003426300,1,6037,2438,0,7,0.12,0,0,0,0,0,0,2,94803,1,1,1,1,1,0,0,0,713,1213,1290,5921,39,24,2,2,49,37,69,53,15101,0.352646733
42003426800,1,5369,2060,0,0,0,0,0,0,0,0,0,2.9,109309,1,1,1,1,1,0,0,0,382,1169,1083,5222,47,52,3,5,40,59,47,0,15101,0.352646733
42003429201,1,4310,1740,0,219,5.08,0,0,0,0,0,0,4,110144,0,1,0,1,0,0,0,0,545,804,811,3925,104,213,0,2,66,55,141,31,15101,0.352646733
42003408001,1,4769,1915,0,113,2.37,0,0,0,0,1,0,6.4,104231,1,1,1,1,1,0,0,1,622,1074,1015,4625,25,55,0,6,58,51,319,70,16059,0.067099218
42003409000,1,11497,3933,0,3,0.03,0,0,0,0,0,0,2.4,170652,1,1,1,1,1,0,0,0,893,3687,852,10701,143,460,1,13,179,220,45,0,16059,0.067099218
42019911502,0,4389,1870,0,67,1.53,0,0,0,0,1,0,5.6,84250,0,0,0,0,0,0,0,1,727,892,901,4338,6,9,0,6,30,23,132,115,16059,0.067099218
42019911600,0,5071,1951,0,41,0.81,0,0,0,0,0,0,4.3,93523,0,0,0,0,0,0,0,0,567,1127,854,4997,12,23,3,3,33,40,97,87,16059,0.067099218
42019912401,1,7813,2933,0,0,0,0,0,0,0,0,0,0.6,149531,1,1,1,1,1,0,0,0,346,2323,724,7370,87,247,1,2,106,120,92,45,16059,0.067099218
42019912402,1,6483,2579,0,358,5.52,0,0,0,0,1,0,5.9,93516,1,1,1,1,1,0,0,1,856,1398,1511,6327,44,43,0,2,67,69,188,211,16059,0.067099218
42019912800,0,5390,2106,0,10,0.19,0,0,0,0,0,0,2.7,92275,0,0,0,0,0,0,0,0,984,1210,820,5313,15,25,0,6,31,41,34,31,16059,0.067099218
42003409000,1,11497,3933,0,3,0.03,0,0,0,0,0,0,2.4,170652,1,1,1,1,1,0,0,0,893,3687,852,10701,143,460,1,13,179,220,45,0,15090,0.301915476
42003410000,1,1171,474,0,0,0,0,0,0,0,0,0,2.2,133750,0,1,0,1,0,0,0,0,49,251,226,1140,7,11,2,0,11,6,26,25,15090,0.301915476
42003411000,1,6915,2415,0,0,0,0,0,0,0,0,0,3.5,161301,1,1,1,1,1,0,0,0,879,2060,657,6254,85,456,3,8,109,152,43,31,15090,0.301915476
42003412001,1,8605,3030,0,0,0,0,0,0,0,1,0,3.3,137625,1,1,1,1,1,0,0,1,514,2614,861,7196,120,1115,1,16,157,152,140,25,15090,0.301915476
42003413100,1,6609,2581,0,191,2.89,0,0,0,0,0,0,7.6,138125,1,1,1,1,1,0,0,0,820,1531,881,5883,123,495,9,10,89,115,70,136,15090,0.301915476
42003413201,1,3737,1591,0,0,0,0,0,0,0,0,0,4.7,105972,0,1,0,1,0,0,0,0,373,767,600,3494,47,139,0,4,53,32,38,7,15090,0.301915476
