,CensusTract,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,zip,Shortage_PF
184,42003523702,1,5180,2430,0,0,0.0,0,0,0,0,1,0,10.9,67694.0,0,1,0,1,0,0,0,1,55.0,2995.0,55.0,15.0,723.0,15.0,2995.0,57.82,723.0,13.95,540.0,10.43,556.0,10.74,2184.0,42.16,671.0,12.95,29.0,0.56,0.0,0.0,6.0,0.11,105.0,2.03,47.0,0.9,158.0,6.51,332.0,13.66,55.0,1.05,15.0,0.29,20.0,0.39,1.0,0.02,16.0,0.31,35.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.06,3.0,0.07,4.0,0.17,5.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,944,1010,3785,1169,54,0,12,160,72,266,583,15235,0.536615964
185,42003526201,1,3690,1456,0,0,0.0,0,0,0,0,0,0,2.0,88189.0,1,1,1,1,1,0,0,0,2952.0,3636.0,2952.0,223.0,256.0,223.0,3636.0,98.54,256.0,6.95,773.0,20.94,625.0,16.93,3496.0,94.73,96.0,2.59,8.0,0.22,0.0,0.0,2.0,0.05,35.0,0.95,25.0,0.68,65.0,4.48,54.0,3.69,2952.0,80.01,223.0,6.04,631.0,17.1,467.0,12.66,2836.0,76.85,78.0,2.12,8.0,0.22,0.0,0.0,2.0,0.05,29.0,0.77,20.0,0.53,50.0,3.43,43.0,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,784,638,3549,96,8,0,2,35,25,72,59,15235,0.536615964
186,42003526202,1,5060,1996,0,14,0.28,0,0,0,0,0,0,7.0,75766.0,1,1,1,1,1,0,0,0,2200.0,4776.0,2200.0,349.0,869.0,349.0,4776.0,94.39,869.0,17.17,1166.0,23.05,727.0,14.37,4274.0,84.46,301.0,5.95,125.0,2.46,2.0,0.04,3.0,0.06,72.0,1.42,47.0,0.93,65.0,3.26,180.0,9.0,2200.0,43.48,349.0,6.89,547.0,10.81,313.0,6.19,1994.0,39.42,113.0,2.24,61.0,1.2,2.0,0.04,1.0,0.02,29.0,0.57,27.0,0.52,19.0,0.93,80.0,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,1231,761,4511,336,132,2,3,76,50,65,180,15235,0.536615964
187,42003561400,1,4239,2304,0,0,0.0,0,1,0,1,1,1,12.1,51815.0,0,1,0,1,0,0,0,1,103.0,3340.0,103.0,8.0,1235.0,8.0,3340.0,78.8,1235.0,29.15,625.0,14.74,593.0,13.98,669.0,15.79,2523.0,59.51,32.0,0.75,1.0,0.02,10.0,0.23,105.0,2.49,75.0,1.78,435.0,18.88,330.0,14.31,103.0,2.42,8.0,0.18,16.0,0.38,14.0,0.33,71.0,1.68,28.0,0.67,0.0,0.01,0.0,0.0,0.0,0.0,2.0,0.06,4.0,0.09,0.0,0.0,9.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,783,805,896,3150,37,1,16,139,90,615,472,15235,0.536615964
188,42003561900,1,2232,968,0,178,7.97,1,1,1,1,1,1,31.0,36409.0,1,1,1,1,1,0,0,1,688.0,2222.0,688.0,346.0,1315.0,346.0,2222.0,99.56,1315.0,58.91,535.0,23.98,473.0,21.21,57.0,2.53,2094.0,93.82,0.0,0.0,0.0,0.0,9.0,0.4,63.0,2.8,29.0,1.29,386.0,39.88,333.0,34.4,688.0,30.82,346.0,15.5,183.0,8.18,129.0,5.78,13.0,0.6,654.0,29.29,0.0,0.0,0.0,0.0,4.0,0.16,17.0,0.77,8.0,0.38,126.0,13.0,102.0,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,538,477,57,2103,0,0,9,63,29,403,348,15235,0.536615964
189,42003981800,1,461,43,1,401,86.98,0,1,0,0,0,1,48.4,,0,1,0,1,0,0,0,0,,352.0,,,329.0,,352.0,76.31,329.0,71.38,15.0,3.26,212.0,45.99,218.0,47.19,124.0,26.9,1.0,0.2,0.0,0.0,2.0,0.51,7.0,1.5,6.0,1.39,43.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,212,261,180,2,0,4,14,14,8,0,15235,0.536615964
191,42003140100,1,5476,1029,0,2923,53.38,0,0,0,0,0,0,12.3,187250.0,0,1,0,1,0,0,0,0,,2443.0,,,450.0,,2443.0,44.61,450.0,8.22,210.0,3.84,210.0,3.83,1527.0,27.89,116.0,2.12,619.0,11.31,0.0,0.0,10.0,0.18,170.0,3.1,148.0,2.7,44.0,4.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,505,500,3668,192,1233,0,15,368,304,107,0,15217,8.988034188
192,42003140200,1,2447,1090,0,258,10.54,0,0,0,0,0,1,27.1,195039.0,0,0,0,0,0,0,0,0,,385.0,,,91.0,,385.0,15.72,91.0,3.72,60.0,2.46,55.0,2.23,318.0,12.99,11.0,0.43,40.0,1.64,0.0,0.0,0.0,0.0,16.0,0.66,8.0,0.34,8.0,0.71,7.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,286,280,1801,85,484,1,1,75,86,167,50,15217,8.988034188
193,42003140300,1,3440,1501,0,8,0.23,0,0,0,0,0,0,9.2,146364.0,0,1,0,1,0,0,0,0,,1366.0,,,212.0,,1366.0,39.72,212.0,6.17,263.0,7.66,158.0,4.6,1217.0,35.38,43.0,1.25,72.0,2.09,0.0,0.0,3.0,0.08,31.0,0.9,29.0,0.84,60.0,3.99,8.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,643,533,3055,91,218,1,5,70,79,190,20,15217,8.988034188
194,42003140400,1,2306,948,0,0,0.0,0,0,0,0,0,0,5.8,197292.0,0,1,0,1,0,0,0,0,,1730.0,,,239.0,,1730.0,75.02,239.0,10.38,410.0,17.77,250.0,10.83,1582.0,68.61,32.0,1.41,71.0,3.1,0.0,0.0,6.0,0.28,37.0,1.62,48.0,2.06,31.0,3.27,8.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,509,360,2094,55,95,0,8,54,62,50,11,15217,8.988034188
195,42003140800,1,4554,1951,0,4,0.09,0,0,0,0,0,0,13.4,113889.0,0,1,0,1,0,0,0,0,,1107.0,,,207.0,,1107.0,24.32,207.0,4.55,246.0,5.39,153.0,3.36,961.0,21.1,14.0,0.31,97.0,2.13,0.0,0.0,1.0,0.02,35.0,0.76,38.0,0.84,35.0,1.79,49.0,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,968,556,3815,93,487,0,3,156,167,424,202,15217,8.988034188
196,42003141100,1,1361,602,0,3,0.22,0,0,0,0,0,0,2.4,97031.0,0,1,0,1,0,0,0,0,,1071.0,,,300.0,,1071.0,78.71,300.0,22.01,224.0,16.45,187.0,13.71,964.0,70.83,41.0,2.99,39.0,2.85,2.0,0.15,0.0,0.0,26.0,1.9,25.0,1.8,35.0,5.77,35.0,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,276,244,1226,57,43,2,0,33,31,46,46,15217,8.988034188
197,42003141300,1,5177,2464,0,358,6.92,0,0,0,0,0,0,19.2,86974.0,0,0,0,0,0,0,0,0,,121.0,,,36.0,,121.0,2.33,36.0,0.69,23.0,0.45,31.0,0.6,107.0,2.07,2.0,0.04,9.0,0.18,0.0,0.0,0.0,0.0,2.0,0.04,2.0,0.04,17.0,0.69,2.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,655,902,4061,205,757,1,3,150,149,585,98,15217,8.988034188
198,42003141400,1,5351,2675,0,124,2.32,0,0,0,0,1,0,11.9,122885.0,0,1,0,1,0,0,0,1,,1331.0,,,333.0,,1331.0,24.88,333.0,6.21,243.0,4.54,333.0,6.22,1105.0,20.64,46.0,0.86,134.0,2.5,0.0,0.0,2.0,0.03,45.0,0.84,42.0,0.79,125.0,4.66,29.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,824,1099,4491,189,479,0,5,187,172,387,111,15217,8.988034188
199,42003151700,1,4931,2361,0,0,0.0,0,0,0,0,0,0,8.9,73080.0,0,1,0,1,0,0,0,0,,1397.0,,,373.0,,1397.0,28.34,373.0,7.57,206.0,4.19,239.0,4.84,1214.0,24.62,61.0,1.25,82.0,1.67,0.0,0.0,2.0,0.03,38.0,0.77,38.0,0.77,68.0,2.89,86.0,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,738,735,4253,248,276,0,9,145,156,372,305,15217,8.988034188
200,42003562300,1,3469,1432,0,221,6.37,1,1,1,1,1,1,46.9,29688.0,1,1,1,1,1,0,0,1,2419.0,3337.0,2419.0,1727.0,2284.0,1727.0,3337.0,96.19,2284.0,65.85,793.0,22.87,627.0,18.09,1417.0,40.85,1812.0,52.23,21.0,0.61,0.0,0.0,12.0,0.35,75.0,2.16,72.0,2.07,581.0,40.59,617.0,43.12,2419.0,69.74,1727.0,49.78,594.0,17.12,397.0,11.44,985.0,28.4,1356.0,39.1,16.0,0.46,0.0,0.0,7.0,0.2,55.0,1.59,62.0,1.8,432.0,30.15,472.0,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053,826,644,1534,1825,21,0,12,77,74,573,620,15217,8.988034188
201,42003980300,1,1,1,0,0,0.0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,,1.0,,,0.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,15217,8.988034188
202,42003980500,1,27,14,0,0,0.0,0,1,0,0,0,1,55.6,,0,1,0,1,0,0,0,0,7.0,25.0,7.0,7.0,25.0,7.0,25.0,92.59,25.0,92.59,3.0,11.11,4.0,14.81,25.0,92.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.7,7.0,24.7,1.0,2.96,1.0,3.95,7.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,6,27,0,0,0,0,0,0,0,0,15217,8.988034188
203,42003981100,1,7,4,0,0,0.0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,,7.0,,,0.0,,7.0,94.48,0.0,0.0,1.0,13.68,2.0,26.09,6.0,80.2,1.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,6,1,0,0,0,0,0,0,0,15217,8.988034188
204,42003141000,1,928,456,0,0,0.0,0,0,0,0,0,0,1.2,130000.0,0,1,0,1,0,0,0,0,,621.0,,,37.0,,621.0,66.91,37.0,3.94,103.0,11.09,85.0,9.17,567.0,61.1,9.0,0.97,26.0,2.75,1.0,0.11,1.0,0.07,18.0,1.91,17.0,1.78,16.0,3.44,3.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,151,136,857,17,29,1,1,23,23,22,4,15218,0.36207968
205,42003141100,1,1361,602,0,3,0.22,0,0,0,0,0,0,2.4,97031.0,0,1,0,1,0,0,0,0,,1071.0,,,300.0,,1071.0,78.71,300.0,22.01,224.0,16.45,187.0,13.71,964.0,70.83,41.0,2.99,39.0,2.85,2.0,0.15,0.0,0.0,26.0,1.9,25.0,1.8,35.0,5.77,35.0,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,276,244,1226,57,43,2,0,33,31,46,46,15218,0.36207968
206,42003515100,1,2722,1261,0,0,0.0,0,1,0,1,1,1,21.2,50142.0,0,1,0,1,0,0,0,1,,2044.0,,,820.0,,2044.0,75.1,820.0,30.12,457.0,16.79,235.0,8.64,897.0,32.94,1060.0,38.92,7.0,0.25,0.0,0.0,5.0,0.19,76.0,2.79,36.0,1.31,228.0,18.05,337.0,26.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,627,308,1171,1427,8,0,7,109,38,387,492,15218,0.36207968
207,42003515200,1,2124,1135,0,0,0.0,0,0,0,0,0,0,8.2,62404.0,0,1,0,1,0,0,0,0,,1182.0,,,251.0,,1182.0,55.65,251.0,11.82,169.0,7.94,189.0,8.9,774.0,36.45,309.0,14.55,36.0,1.69,0.0,0.0,0.0,0.0,63.0,2.96,28.0,1.34,43.0,3.83,62.0,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,338,305,1381,595,42,0,0,106,51,166,107,15218,0.36207968
208,42003515300,1,1871,946,0,11,0.59,0,1,0,1,1,1,21.2,53542.0,0,1,0,1,0,0,0,1,,1003.0,,,525.0,,1003.0,53.59,525.0,28.08,236.0,12.59,136.0,7.28,487.0,26.02,449.0,23.99,15.0,0.81,0.0,0.0,4.0,0.23,48.0,2.54,27.0,1.44,123.0,13.01,123.0,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,369,345,957,789,29,0,11,85,47,224,227,15218,0.36207968
209,42003515401,1,2266,1097,0,0,0.0,0,0,0,0,0,0,10.7,87361.0,0,0,0,0,0,0,0,0,,99.0,,,31.0,,99.0,4.37,31.0,1.39,18.0,0.78,17.0,0.73,81.0,3.57,14.0,0.61,3.0,0.14,0.0,0.0,0.0,0.0,1.0,0.04,2.0,0.07,5.0,0.41,3.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,418,296,1799,337,70,0,0,60,64,166,70,15218,0.36207968
210,42003516100,1,1392,722,0,0,0.0,0,0,0,0,0,0,3.9,113750.0,0,1,0,1,0,0,0,0,,475.0,,,53.0,,475.0,34.14,53.0,3.79,80.0,5.73,59.0,4.26,426.0,30.62,19.0,1.39,19.0,1.37,0.0,0.0,0.0,0.0,11.0,0.76,11.0,0.78,10.0,1.35,6.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,225,160,1280,48,34,0,1,29,32,28,16,15218,0.36207968
211,42003516200,1,1726,857,0,0,0.0,0,0,0,0,0,0,7.8,108125.0,0,1,0,1,0,0,0,0,8.0,898.0,8.0,1.0,125.0,1.0,898.0,52.01,125.0,7.26,169.0,9.79,138.0,8.02,775.0,44.89,68.0,3.93,23.0,1.3,2.0,0.1,4.0,0.23,27.0,1.56,32.0,1.83,20.0,2.37,15.0,1.79,8.0,0.46,1.0,0.05,2.0,0.09,1.0,0.08,7.0,0.41,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.03,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,299,229,1373,242,47,2,9,53,52,73,32,15218,0.36207968
212,42003560500,1,2176,1237,0,0,0.0,0,0,0,0,0,0,10.2,122337.0,0,1,0,1,0,0,0,0,,1154.0,,,159.0,,1154.0,53.04,159.0,7.3,130.0,5.95,137.0,6.31,993.0,45.64,93.0,4.28,31.0,1.43,0.0,0.02,3.0,0.13,34.0,1.54,21.0,0.98,19.0,1.55,26.0,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,245,213,1670,363,57,1,7,78,36,57,53,15218,0.36207968
213,42003561000,1,1559,629,0,73,4.68,0,1,0,1,1,1,38.1,27264.0,0,1,0,1,0,0,0,1,11.0,1061.0,11.0,6.0,629.0,6.0,1061.0,68.04,629.0,40.37,305.0,19.55,91.0,5.82,209.0,13.43,806.0,51.68,4.0,0.25,0.0,0.0,2.0,0.13,40.0,2.55,13.0,0.82,143.0,22.77,138.0,21.97,11.0,0.72,6.0,0.41,2.0,0.11,3.0,0.19,4.0,0.23,7.0,0.47,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,1.0,0.23,2.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,450,123,275,1209,5,0,3,67,36,237,197,15218,0.36207968
214,42003151600,1,2363,1117,0,0,0.0,0,0,0,0,1,0,4.8,79423.0,0,1,0,1,0,0,0,1,,2363.0,,,387.0,,2363.0,100.0,387.0,16.37,376.0,15.91,384.0,16.25,2187.0,92.55,72.0,3.05,36.0,1.52,0.0,0.0,4.0,0.17,64.0,2.71,53.0,2.24,117.0,10.47,66.0,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,376,384,2187,72,36,0,4,64,53,121,68,15207,0.143770602
215,42003151700,1,4931,2361,0,0,0.0,0,0,0,0,0,0,8.9,73080.0,0,1,0,1,0,0,0,0,,1397.0,,,373.0,,1397.0,28.34,373.0,7.57,206.0,4.19,239.0,4.84,1214.0,24.62,61.0,1.25,82.0,1.67,0.0,0.0,2.0,0.03,38.0,0.77,38.0,0.77,68.0,2.89,86.0,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,738,735,4253,248,276,0,9,145,156,372,305,15207,0.143770602
216,42003310200,1,3227,1455,0,0,0.0,0,0,0,0,0,0,7.7,68828.0,1,1,1,1,1,0,0,0,510.0,2210.0,510.0,138.0,644.0,138.0,2210.0,68.48,644.0,19.95,408.0,12.64,378.0,11.72,2136.0,66.19,38.0,1.17,6.0,0.19,1.0,0.03,1.0,0.03,28.0,0.86,13.0,0.41,89.0,6.12,172.0,11.82,510.0,15.81,138.0,4.27,94.0,2.9,88.0,2.72,495.0,15.33,9.0,0.29,2.0,0.07,0.0,0.0,0.0,0.01,4.0,0.11,5.0,0.15,12.0,0.85,40.0,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,564,560,3131,48,7,5,2,34,19,128,247,15207,0.143770602
217,42003310300,1,990,403,0,0,0.0,0,0,0,0,0,0,3.3,88618.0,1,1,1,1,1,0,0,0,798.0,985.0,798.0,94.0,116.0,94.0,985.0,99.46,116.0,11.71,200.0,20.18,180.0,18.18,865.0,87.33,87.0,8.79,5.0,0.51,0.0,0.0,2.0,0.2,26.0,2.64,16.0,1.63,22.0,5.53,26.0,6.5,798.0,80.57,94.0,9.48,158.0,15.98,141.0,14.19,738.0,74.59,37.0,3.69,4.0,0.4,0.0,0.0,2.0,0.2,17.0,1.68,15.0,1.56,18.0,4.4,21.0,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,201,181,868,88,5,0,2,27,17,23,27,15207,0.143770602
218,42003488300,1,2173,932,0,3,0.14,0,0,0,0,0,0,8.5,89250.0,0,1,0,1,0,0,0,0,227.0,1713.0,227.0,46.0,346.0,46.0,1713.0,78.81,346.0,15.93,318.0,14.64,369.0,16.99,1638.0,75.38,47.0,2.16,5.0,0.22,0.0,0.0,0.0,0.0,23.0,1.05,25.0,1.13,13.0,1.43,42.0,4.53,227.0,10.46,46.0,2.12,43.0,1.96,45.0,2.08,220.0,10.12,5.0,0.23,0.0,0.01,0.0,0.0,0.0,0.0,2.0,0.11,3.0,0.15,2.0,0.19,6.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,397,462,2080,61,6,0,0,26,33,17,54,15207,0.143770602
219,42003488500,1,2843,1271,0,0,0.0,0,0,0,0,0,0,9.3,76250.0,0,1,0,1,0,0,0,0,300.0,1672.0,300.0,95.0,499.0,95.0,1672.0,58.83,499.0,17.55,304.0,10.68,312.0,10.98,1602.0,56.36,41.0,1.45,5.0,0.19,0.0,0.0,0.0,0.0,24.0,0.83,23.0,0.8,50.0,3.92,117.0,9.18,300.0,10.55,95.0,3.35,60.0,2.1,34.0,1.2,293.0,10.32,4.0,0.14,0.0,0.02,0.0,0.0,0.0,0.0,2.0,0.07,1.0,0.02,10.0,0.79,19.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,535,516,2683,97,19,0,0,44,29,96,203,15207,0.143770602
220,42003562300,1,3469,1432,0,221,6.37,1,1,1,1,1,1,46.9,29688.0,1,1,1,1,1,0,0,1,2419.0,3337.0,2419.0,1727.0,2284.0,1727.0,3337.0,96.19,2284.0,65.85,793.0,22.87,627.0,18.09,1417.0,40.85,1812.0,52.23,21.0,0.61,0.0,0.0,12.0,0.35,75.0,2.16,72.0,2.07,581.0,40.59,617.0,43.12,2419.0,69.74,1727.0,49.78,594.0,17.12,397.0,11.44,985.0,28.4,1356.0,39.1,16.0,0.46,0.0,0.0,7.0,0.2,55.0,1.59,62.0,1.8,432.0,30.15,472.0,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053,826,644,1534,1825,21,0,12,77,74,573,620,15207,0.143770602
221,42003562900,1,1926,854,0,0,0.0,1,1,1,1,1,1,20.2,42632.0,1,1,1,1,1,0,0,1,1197.0,1898.0,1197.0,827.0,1074.0,827.0,1898.0,98.53,1074.0,55.77,426.0,22.11,262.0,13.62,1314.0,68.21,459.0,23.84,50.0,2.59,0.0,0.0,2.0,0.1,73.0,3.79,32.0,1.67,241.0,28.17,260.0,30.42,1197.0,62.17,827.0,42.95,295.0,15.34,158.0,8.2,705.0,36.58,410.0,21.28,31.0,1.63,0.0,0.0,2.0,0.09,50.0,2.58,22.0,1.15,174.0,20.37,161.0,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,431,266,1338,460,51,0,2,75,33,227,246,15207,0.143770602
222,42003980500,1,27,14,0,0,0.0,0,1,0,0,0,1,55.6,,0,1,0,1,0,0,0,0,7.0,25.0,7.0,7.0,25.0,7.0,25.0,92.59,25.0,92.59,3.0,11.11,4.0,14.81,25.0,92.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.7,7.0,24.7,1.0,2.96,1.0,3.95,7.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,6,27,0,0,0,0,0,0,0,0,15207,0.143770602
223,42003160800,1,2559,1228,0,1,0.04,0,1,0,1,1,1,15.8,45438.0,0,1,0,1,0,0,0,1,,1397.0,,,510.0,,1397.0,54.6,510.0,19.94,220.0,8.58,163.0,6.36,1174.0,45.87,161.0,6.27,14.0,0.53,5.0,0.2,4.0,0.17,40.0,1.56,15.0,0.57,161.0,13.08,133.0,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,313,300,2258,200,27,5,5,64,32,292,277,15210,0.37944907
