,CensusTract,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,zip,Shortage_PF
1472,42111021800,0,3584,1464,0,25,0.7,0,0,0,0,0,0,8.0,62500.0,0,0,0,0,0,0,0,0,,,,,,,3584.0,100.0,995.0,27.77,768.0,21.43,613.0,17.1,3547.0,98.97,2.0,0.06,6.0,0.17,2.0,0.06,5.0,0.14,22.0,0.61,19.0,0.53,62.0,4.24,149.0,10.16,3584.0,100.0,995.0,27.77,768.0,21.43,613.0,17.1,3547.0,98.97,2.0,0.06,6.0,0.17,2.0,0.06,5.0,0.14,22.0,0.61,19.0,0.53,62.0,4.24,149.0,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,768,613,3547,2,6,2,5,22,19,59,143,15557,2.680080483
1473,42111021901,0,2464,1031,0,18,0.73,0,0,0,0,0,1,9.6,57464.0,0,0,0,0,0,0,0,0,,,,,,,2451.0,99.46,753.0,30.58,465.0,18.86,475.0,19.27,2431.0,98.65,4.0,0.16,0.0,0.0,0.0,0.0,4.0,0.16,12.0,0.49,12.0,0.48,39.0,3.83,79.0,7.63,2415.0,98.01,743.0,30.13,456.0,18.51,466.0,18.91,2395.0,97.2,4.0,0.16,0.0,0.0,0.0,0.0,4.0,0.16,12.0,0.49,10.0,0.42,39.0,3.77,77.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,465,477,2444,4,0,0,4,12,12,38,76,15557,2.680080483
1478,42051260500,0,6519,2533,0,48,0.74,0,0,0,1,1,1,25.2,60861.0,0,0,0,0,0,0,0,1,,,,,,,6517.0,99.97,2506.0,38.43,1502.0,23.03,973.0,14.92,6437.0,98.74,17.0,0.26,8.0,0.12,1.0,0.02,1.0,0.02,53.0,0.81,24.0,0.37,133.0,5.25,579.0,22.84,6460.0,99.09,2485.0,38.12,1497.0,22.96,957.0,14.68,6380.0,97.86,17.0,0.26,8.0,0.12,1.0,0.02,1.0,0.02,53.0,0.81,24.0,0.37,132.0,5.21,570.0,22.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382,1502,973,6439,17,8,1,1,53,24,141,605,15424,0.52101021
1479,42051262702,0,3140,1204,0,172,5.48,0,0,0,0,0,0,14.6,66852.0,0,0,0,0,0,0,0,0,14.0,14.0,,6.0,6.0,,3138.0,99.93,1083.0,34.48,646.0,20.57,588.0,18.73,3065.0,97.6,11.0,0.35,10.0,0.32,0.0,0.0,9.0,0.29,43.0,1.37,35.0,1.11,94.0,7.8,159.0,13.24,3116.0,99.25,1079.0,34.35,642.0,20.46,581.0,18.51,3044.0,96.93,11.0,0.35,10.0,0.32,0.0,0.0,9.0,0.29,43.0,1.37,34.0,1.1,93.0,7.76,158.0,13.13,14.0,0.45,6.0,0.19,5.0,0.15,1.0,0.03,14.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,862,646,589,3067,11,10,0,9,43,35,86,145,15424,0.52101021
1480,42111021901,0,2464,1031,0,18,0.73,0,0,0,0,0,1,9.6,57464.0,0,0,0,0,0,0,0,0,,,,,,,2451.0,99.46,753.0,30.58,465.0,18.86,475.0,19.27,2431.0,98.65,4.0,0.16,0.0,0.0,0.0,0.0,4.0,0.16,12.0,0.49,12.0,0.48,39.0,3.83,79.0,7.63,2415.0,98.01,743.0,30.13,456.0,18.51,466.0,18.91,2395.0,97.2,4.0,0.16,0.0,0.0,0.0,0.0,4.0,0.16,12.0,0.49,10.0,0.42,39.0,3.77,77.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,465,477,2444,4,0,0,4,12,12,38,76,15424,0.52101021
1481,42111021902,0,2342,1004,0,59,2.52,0,0,0,0,0,1,17.7,51683.0,0,0,0,0,0,0,0,0,,,,,,,1742.0,74.37,730.0,31.19,358.0,15.29,365.0,15.58,1717.0,73.33,4.0,0.19,2.0,0.09,0.0,0.0,4.0,0.17,14.0,0.6,13.0,0.56,19.0,1.87,115.0,11.5,1565.0,66.8,635.0,27.11,319.0,13.6,332.0,14.18,1542.0,65.82,4.0,0.17,2.0,0.08,0.0,0.0,4.0,0.17,13.0,0.56,9.0,0.37,14.0,1.37,104.0,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,482,494,2290,6,4,0,4,38,20,34,145,15424,0.52101021
1507,42051260900,1,4558,1840,0,72,1.58,0,0,0,0,0,0,9.4,67757.0,1,1,1,1,1,0,0,0,3310.0,4223.0,3310.0,1022.0,1257.0,1022.0,4223.0,92.65,1257.0,27.58,854.0,18.73,808.0,17.74,4104.0,90.04,67.0,1.47,11.0,0.25,0.0,0.0,11.0,0.24,30.0,0.65,29.0,0.65,87.0,4.72,247.0,13.43,3310.0,72.63,1022.0,22.43,692.0,15.17,596.0,13.07,3214.0,70.52,50.0,1.1,10.0,0.23,0.0,0.0,8.0,0.17,28.0,0.62,24.0,0.53,85.0,4.61,192.0,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,916,894,4426,75,12,0,13,32,30,85,279,15431,0.503018109
1508,42051261000,0,2528,985,0,14,0.55,0,0,0,0,0,0,9.5,71575.0,0,0,0,0,0,0,0,0,,,,,,,2528.0,100.0,574.0,22.7,511.0,20.21,460.0,18.2,2477.0,97.98,23.0,0.91,3.0,0.12,0.0,0.0,2.0,0.08,23.0,0.91,6.0,0.24,24.0,2.44,113.0,11.43,2528.0,100.0,574.0,22.7,511.0,20.21,460.0,18.2,2477.0,97.98,23.0,0.91,3.0,0.12,0.0,0.0,2.0,0.08,23.0,0.91,6.0,0.24,24.0,2.44,113.0,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,511,460,2477,23,3,0,2,23,6,23,108,15431,0.503018109
1509,42051262600,0,3000,1232,0,0,0.0,0,0,0,0,1,0,18.6,67723.0,0,0,0,0,0,0,0,1,,,,,,,2867.0,95.56,982.0,32.72,633.0,21.09,454.0,15.12,2836.0,94.52,10.0,0.34,3.0,0.1,0.0,0.0,2.0,0.07,16.0,0.53,21.0,0.7,109.0,8.83,272.0,22.09,2650.0,88.33,937.0,31.24,580.0,19.32,425.0,14.17,2620.0,87.33,10.0,0.33,3.0,0.1,0.0,0.0,1.0,0.03,16.0,0.53,21.0,0.69,96.0,7.77,252.0,20.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,659,475,2955,24,3,0,2,16,21,109,273,15431,0.503018109
1510,42051262702,0,3140,1204,0,172,5.48,0,0,0,0,0,0,14.6,66852.0,0,0,0,0,0,0,0,0,14.0,14.0,,6.0,6.0,,3138.0,99.93,1083.0,34.48,646.0,20.57,588.0,18.73,3065.0,97.6,11.0,0.35,10.0,0.32,0.0,0.0,9.0,0.29,43.0,1.37,35.0,1.11,94.0,7.8,159.0,13.24,3116.0,99.25,1079.0,34.35,642.0,20.46,581.0,18.51,3044.0,96.93,11.0,0.35,10.0,0.32,0.0,0.0,9.0,0.29,43.0,1.37,34.0,1.1,93.0,7.76,158.0,13.13,14.0,0.45,6.0,0.19,5.0,0.15,1.0,0.03,14.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,862,646,589,3067,11,10,0,9,43,35,86,145,15431,0.503018109
1522,42051261200,1,2331,1077,0,0,0.0,1,1,1,1,1,1,35.2,42321.0,1,1,1,1,1,0,0,1,1331.0,2331.0,1331.0,764.0,1332.0,764.0,2331.0,100.0,1332.0,57.14,504.0,21.62,394.0,16.9,1898.0,81.42,315.0,13.51,3.0,0.13,0.0,0.0,3.0,0.13,112.0,4.8,13.0,0.56,168.0,15.59,391.0,36.29,1331.0,57.11,764.0,32.79,305.0,13.09,208.0,8.93,1096.0,47.02,175.0,7.49,2.0,0.09,0.0,0.0,2.0,0.08,57.0,2.43,8.0,0.33,91.0,8.41,210.0,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,504,394,1898,315,3,0,3,112,13,146,340,15417,0.469189075
1523,42051261300,0,6648,2022,0,1939,29.17,0,0,0,0,1,0,19.9,65625.0,0,0,0,0,0,0,0,1,,,,,,,6603.0,99.33,2498.0,37.57,851.0,12.79,969.0,14.58,5044.0,75.88,1273.0,19.15,13.0,0.2,1.0,0.01,8.0,0.12,264.0,3.97,235.0,3.53,150.0,7.43,425.0,21.03,4494.0,67.6,1662.0,25.01,808.0,12.16,908.0,13.66,4264.0,64.14,158.0,2.38,6.0,0.09,0.0,0.0,8.0,0.12,58.0,0.87,37.0,0.56,140.0,6.92,406.0,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,864,974,5084,1277,13,1,8,265,236,119,362,15417,0.469189075
1524,42051261401,1,2518,1060,0,0,0.0,1,1,1,0,0,1,22.2,70000.0,1,1,1,1,1,0,0,0,2518.0,2518.0,2518.0,907.0,907.0,907.0,2518.0,100.0,907.0,36.04,559.0,22.2,471.0,18.71,2259.0,89.71,191.0,7.59,2.0,0.08,0.0,0.0,6.0,0.24,60.0,2.38,12.0,0.48,53.0,5.01,247.0,23.34,2518.0,100.0,907.0,36.04,559.0,22.2,471.0,18.71,2259.0,89.71,191.0,7.59,2.0,0.08,0.0,0.0,6.0,0.24,60.0,2.38,12.0,0.48,53.0,5.01,247.0,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,559,471,2259,191,2,0,6,60,12,48,229,15417,0.469189075
1525,42051261402,0,3048,1314,0,0,0.0,0,0,0,1,1,1,34.5,44167.0,0,0,0,0,0,0,0,1,,,,,,,3048.0,100.0,1724.0,56.56,653.0,21.42,553.0,18.14,2586.0,84.84,361.0,11.84,7.0,0.23,0.0,0.0,8.0,0.26,86.0,2.82,12.0,0.39,244.0,18.56,621.0,47.26,3048.0,100.0,1724.0,56.56,653.0,21.42,553.0,18.14,2586.0,84.84,361.0,11.84,7.0,0.23,0.0,0.0,8.0,0.26,86.0,2.82,12.0,0.39,244.0,18.56,621.0,47.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,653,553,2586,361,7,0,8,86,12,214,544,15417,0.469189075
1526,42125763700,0,1587,680,0,0,0.0,0,0,0,0,0,0,12.8,67361.0,0,0,0,0,0,0,0,0,,,,,,,1587.0,100.0,460.0,29.01,265.0,16.7,300.0,18.9,1496.0,94.27,59.0,3.72,1.0,0.06,0.0,0.0,6.0,0.38,25.0,1.58,9.0,0.57,85.0,12.43,119.0,17.52,1587.0,100.0,460.0,29.01,265.0,16.7,300.0,18.9,1496.0,94.27,59.0,3.72,1.0,0.06,0.0,0.0,6.0,0.38,25.0,1.58,9.0,0.57,85.0,12.43,119.0,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,265,300,1496,59,1,0,6,25,9,81,116,15417,0.469189075
1527,42125792100,1,3927,1374,0,736,18.74,0,0,0,0,1,0,16.9,86985.0,1,1,1,1,1,0,0,1,3803.0,3891.0,3803.0,1652.0,1694.0,1652.0,3891.0,99.09,1694.0,43.13,364.0,9.28,446.0,11.36,3606.0,91.83,210.0,5.35,19.0,0.48,0.0,0.0,11.0,0.28,45.0,1.14,50.0,1.27,224.0,16.33,326.0,23.76,3803.0,96.84,1652.0,42.06,352.0,8.95,429.0,10.93,3519.0,89.61,210.0,5.35,19.0,0.48,0.0,0.0,11.0,0.28,44.0,1.12,50.0,1.27,216.0,15.75,318.0,23.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,370,452,3642,210,19,0,11,45,50,212,341,15417,0.469189075
1528,42125792200,1,3007,742,0,1466,48.75,1,1,1,0,0,1,29.7,42418.0,1,1,1,1,1,0,0,0,2913.0,3007.0,2913.0,1524.0,1568.0,1524.0,3007.0,100.0,1568.0,52.15,151.0,5.02,212.0,7.05,2668.0,88.73,244.0,8.11,17.0,0.57,0.0,0.0,3.0,0.1,75.0,2.49,50.0,1.66,92.0,12.34,127.0,17.11,2913.0,96.86,1524.0,50.69,134.0,4.45,178.0,5.93,2586.0,86.02,240.0,7.99,17.0,0.57,0.0,0.0,3.0,0.1,66.0,2.19,50.0,1.65,84.0,11.33,118.0,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,151,212,2668,244,17,0,3,75,50,98,130,15417,0.469189075
1529,42125795900,0,4255,1768,0,22,0.52,0,0,0,0,1,0,8.0,71310.0,0,0,0,0,0,0,0,1,,,,,,,4145.0,97.42,1076.0,25.29,810.0,19.05,794.0,18.65,4000.0,94.02,51.0,1.21,9.0,0.2,1.0,0.02,11.0,0.26,73.0,1.71,48.0,1.13,169.0,9.58,290.0,16.39,3050.0,71.69,673.0,15.81,610.0,14.35,597.0,14.03,2947.0,69.27,34.0,0.79,8.0,0.18,1.0,0.02,4.0,0.09,57.0,1.34,37.0,0.87,139.0,7.88,212.0,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,830,821,4103,52,10,1,12,77,48,159,288,15417,0.469189075
1534,42051261300,0,6648,2022,0,1939,29.17,0,0,0,0,1,0,19.9,65625.0,0,0,0,0,0,0,0,1,,,,,,,6603.0,99.33,2498.0,37.57,851.0,12.79,969.0,14.58,5044.0,75.88,1273.0,19.15,13.0,0.2,1.0,0.01,8.0,0.12,264.0,3.97,235.0,3.53,150.0,7.43,425.0,21.03,4494.0,67.6,1662.0,25.01,808.0,12.16,908.0,13.66,4264.0,64.14,158.0,2.38,6.0,0.09,0.0,0.0,8.0,0.12,58.0,0.87,37.0,0.56,140.0,6.92,406.0,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,864,974,5084,1277,13,1,8,265,236,119,362,15475,0.064783888
1535,42051261401,1,2518,1060,0,0,0.0,1,1,1,0,0,1,22.2,70000.0,1,1,1,1,1,0,0,0,2518.0,2518.0,2518.0,907.0,907.0,907.0,2518.0,100.0,907.0,36.04,559.0,22.2,471.0,18.71,2259.0,89.71,191.0,7.59,2.0,0.08,0.0,0.0,6.0,0.24,60.0,2.38,12.0,0.48,53.0,5.01,247.0,23.34,2518.0,100.0,907.0,36.04,559.0,22.2,471.0,18.71,2259.0,89.71,191.0,7.59,2.0,0.08,0.0,0.0,6.0,0.24,60.0,2.38,12.0,0.48,53.0,5.01,247.0,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,559,471,2259,191,2,0,6,60,12,48,229,15475,0.064783888
1608,42059970100,1,7106,2954,0,25,0.35,0,0,0,0,1,0,14.2,62229.0,1,1,1,1,1,0,0,1,5097.0,6395.0,5097.0,1591.0,2054.0,1591.0,6395.0,89.99,2054.0,28.91,1407.0,19.8,1024.0,14.4,6267.0,88.19,24.0,0.34,11.0,0.16,3.0,0.04,10.0,0.14,79.0,1.11,44.0,0.62,301.0,10.19,566.0,19.17,5097.0,71.73,1591.0,22.38,1125.0,15.83,795.0,11.19,5001.0,70.38,16.0,0.22,6.0,0.09,2.0,0.03,6.0,0.09,65.0,0.92,31.0,0.43,193.0,6.53,447.0,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,1571,1120,6969,24,13,3,11,86,47,410,633,15370,0.990873657
1609,42059970200,0,3085,1316,0,11,0.36,0,0,0,0,0,0,7.3,67500.0,0,0,0,0,0,0,0,0,,,,,,,2763.0,89.56,653.0,21.17,506.0,16.39,508.0,16.47,2685.0,87.05,47.0,1.52,6.0,0.2,0.0,0.0,5.0,0.16,19.0,0.63,13.0,0.42,39.0,2.94,143.0,10.85,2193.0,71.09,526.0,17.06,390.0,12.65,414.0,13.41,2131.0,69.07,37.0,1.21,6.0,0.19,0.0,0.0,5.0,0.16,14.0,0.46,9.0,0.28,31.0,2.32,115.0,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,555,581,2996,47,11,0,5,26,18,43,156,15370,0.990873657
1610,42059970300,0,4733,1830,0,48,1.01,0,0,0,0,0,0,11.1,68963.0,0,0,0,0,0,0,0,0,297.0,297.0,,39.0,39.0,,4733.0,100.0,1325.0,27.99,1034.0,21.85,728.0,15.38,4646.0,98.16,27.0,0.57,3.0,0.06,0.0,0.0,6.0,0.13,51.0,1.08,45.0,0.95,82.0,4.48,198.0,10.82,4726.0,99.85,1323.0,27.95,1033.0,21.82,727.0,15.35,4639.0,98.02,27.0,0.57,3.0,0.06,0.0,0.0,6.0,0.13,51.0,1.08,45.0,0.95,82.0,4.48,198.0,10.81,297.0,6.28,39.0,0.83,56.0,1.19,54.0,1.13,291.0,6.15,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,4.0,0.09,3.0,0.19,12.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,1034,728,4646,27,3,0,6,51,45,66,184,15370,0.990873657
1611,42059970400,0,4290,1705,0,5,0.12,0,0,0,0,1,0,13.6,61042.0,1,1,0,0,0,1,0,1,1042.0,1042.0,,352.0,352.0,,4290.0,100.0,1404.0,32.73,953.0,22.21,685.0,15.97,4219.0,98.34,7.0,0.16,3.0,0.07,1.0,0.02,5.0,0.12,55.0,1.28,15.0,0.35,125.0,7.32,225.0,13.19,4290.0,100.0,1404.0,32.73,953.0,22.21,685.0,15.97,4219.0,98.34,7.0,0.16,3.0,0.07,1.0,0.02,5.0,0.12,55.0,1.28,15.0,0.35,125.0,7.32,225.0,13.19,1042.0,24.28,352.0,8.19,245.0,5.71,151.0,3.52,1021.0,23.8,7.0,0.16,0.0,0.0,0.0,0.0,1.0,0.02,13.0,0.29,6.0,0.14,32.0,1.88,54.0,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,953,685,4219,7,3,1,5,55,15,114,209,15370,0.990873657
1612,42059970501,1,4395,987,0,2124,48.33,0,0,0,0,0,0,5.2,87902.0,1,1,1,1,1,0,0,0,658.0,1694.0,658.0,108.0,269.0,108.0,1694.0,38.54,269.0,6.11,380.0,8.64,285.0,6.49,1641.0,37.34,17.0,0.38,16.0,0.37,0.0,0.0,2.0,0.05,18.0,0.4,13.0,0.29,15.0,1.54,35.0,3.5,658.0,14.98,108.0,2.45,165.0,3.75,85.0,1.94,645.0,14.68,7.0,0.16,0.0,0.0,0.0,0.0,0.0,0.01,6.0,0.14,4.0,0.09,4.0,0.42,13.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,477,646,3067,1057,42,0,3,226,227,20,50,15370,0.990873657
1613,42059970502,0,3979,1649,0,0,0.0,0,0,0,0,1,0,19.2,69085.0,0,0,0,0,0,0,0,1,,,,,,,3495.0,87.83,1431.0,35.95,790.0,19.86,505.0,12.69,3415.0,85.83,17.0,0.44,14.0,0.35,0.0,0.0,7.0,0.18,41.0,1.04,21.0,0.54,246.0,14.89,293.0,17.77,3192.0,80.23,1342.0,33.72,720.0,18.1,461.0,11.58,3129.0,78.63,13.0,0.32,13.0,0.33,0.0,0.0,6.0,0.14,32.0,0.8,16.0,0.4,236.0,14.3,268.0,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,899,591,3891,21,14,0,10,43,29,223,318,15370,0.990873657
1614,42059970600,1,4176,1499,0,863,20.67,1,1,1,1,1,1,20.1,57083.0,1,1,1,1,1,0,0,1,1028.0,3764.0,1028.0,314.0,1571.0,314.0,3764.0,90.14,1571.0,37.61,594.0,14.22,430.0,10.3,3611.0,86.48,68.0,1.63,19.0,0.45,3.0,0.07,9.0,0.22,54.0,1.28,26.0,0.62,112.0,7.45,306.0,20.42,1028.0,24.62,314.0,7.53,144.0,3.44,100.0,2.4,984.0,23.56,21.0,0.5,8.0,0.2,2.0,0.04,1.0,0.04,12.0,0.28,13.0,0.31,2.0,0.17,58.0,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,692,481,4006,74,20,3,10,63,31,105,320,15370,0.990873657
1615,42059970700,0,2718,1112,0,0,0.0,0,0,0,0,0,0,8.3,69511.0,1,1,0,0,0,1,0,0,617.0,617.0,,161.0,161.0,,2718.0,100.0,687.0,25.26,583.0,21.45,442.0,16.26,2683.0,98.71,12.0,0.44,1.0,0.04,0.0,0.0,6.0,0.22,16.0,0.59,7.0,0.26,38.0,3.38,151.0,13.58,2718.0,100.0,687.0,25.26,583.0,21.45,442.0,16.26,2683.0,98.71,12.0,0.44,1.0,0.04,0.0,0.0,6.0,0.22,16.0,0.59,7.0,0.26,38.0,3.38,151.0,13.58,617.0,22.72,161.0,5.93,155.0,5.69,77.0,2.82,609.0,22.42,1.0,0.04,0.0,0.0,0.0,0.0,3.0,0.09,5.0,0.17,2.0,0.07,9.0,0.82,32.0,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,653,583,442,2683,12,1,0,6,16,7,39,154,15370,0.990873657
1616,42125755700,0,3751,1486,0,12,0.32,0,0,0,0,0,0,6.9,79551.0,0,0,0,0,0,0,0,0,,,,,,,3751.0,100.0,740.0,19.74,788.0,21.01,548.0,14.61,3675.0,97.97,20.0,0.53,8.0,0.21,0.0,0.0,9.0,0.24,39.0,1.04,23.0,0.61,32.0,2.14,102.0,6.86,3751.0,100.0,740.0,19.74,788.0,21.01,548.0,14.61,3675.0,97.97,20.0,0.53,8.0,0.21,0.0,0.0,9.0,0.24,39.0,1.04,23.0,0.61,32.0,2.14,102.0,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,788,548,3675,20,8,0,9,39,23,32,102,15370,0.990873657
1617,42125762000,0,2676,1105,0,3,0.11,0,0,0,0,0,0,14.9,66917.0,0,0,0,0,0,0,0,0,,,,,,,2674.0,99.93,836.0,31.25,538.0,20.09,460.0,17.17,2595.0,96.98,26.0,0.97,5.0,0.19,0.0,0.0,11.0,0.41,37.0,1.38,11.0,0.41,43.0,3.85,162.0,14.7,2626.0,98.14,820.0,30.66,530.0,19.79,447.0,16.71,2548.0,95.22,26.0,0.97,4.0,0.17,0.0,0.0,11.0,0.41,37.0,1.37,11.0,0.4,42.0,3.79,160.0,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,538,460,2597,26,5,0,11,37,11,40,148,15370,0.990873657
1639,42059970400,0,4290,1705,0,5,0.12,0,0,0,0,1,0,13.6,61042.0,1,1,0,0,0,1,0,1,1042.0,1042.0,,352.0,352.0,,4290.0,100.0,1404.0,32.73,953.0,22.21,685.0,15.97,4219.0,98.34,7.0,0.16,3.0,0.07,1.0,0.02,5.0,0.12,55.0,1.28,15.0,0.35,125.0,7.32,225.0,13.19,4290.0,100.0,1404.0,32.73,953.0,22.21,685.0,15.97,4219.0,98.34,7.0,0.16,3.0,0.07,1.0,0.02,5.0,0.12,55.0,1.28,15.0,0.35,125.0,7.32,225.0,13.19,1042.0,24.28,352.0,8.19,245.0,5.71,151.0,3.52,1021.0,23.8,7.0,0.16,0.0,0.0,0.0,0.0,1.0,0.02,13.0,0.29,6.0,0.14,32.0,1.88,54.0,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,953,685,4219,7,3,1,5,55,15,114,209,15341,0.980253165
1640,42059970700,0,2718,1112,0,0,0.0,0,0,0,0,0,0,8.3,69511.0,1,1,0,0,0,1,0,0,617.0,617.0,,161.0,161.0,,2718.0,100.0,687.0,25.26,583.0,21.45,442.0,16.26,2683.0,98.71,12.0,0.44,1.0,0.04,0.0,0.0,6.0,0.22,16.0,0.59,7.0,0.26,38.0,3.38,151.0,13.58,2718.0,100.0,687.0,25.26,583.0,21.45,442.0,16.26,2683.0,98.71,12.0,0.44,1.0,0.04,0.0,0.0,6.0,0.22,16.0,0.59,7.0,0.26,38.0,3.38,151.0,13.58,617.0,22.72,161.0,5.93,155.0,5.69,77.0,2.82,609.0,22.42,1.0,0.04,0.0,0.0,0.0,0.0,3.0,0.09,5.0,0.17,2.0,0.07,9.0,0.82,32.0,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,653,583,442,2683,12,1,0,6,16,7,39,154,15341,0.980253165
1691,42063960500,0,3454,1402,0,16,0.46,0,0,0,0,0,0,9.3,69091.0,0,0,0,0,0,0,0,0,,,,,,,3454.0,100.0,890.0,25.77,696.0,20.15,612.0,17.72,3426.0,99.19,10.0,0.29,2.0,0.06,0.0,0.0,1.0,0.03,15.0,0.43,20.0,0.58,65.0,4.66,76.0,5.43,3454.0,100.0,890.0,25.77,696.0,20.15,612.0,17.72,3426.0,99.19,10.0,0.29,2.0,0.06,0.0,0.0,1.0,0.03,15.0,0.43,20.0,0.58,65.0,4.66,76.0,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,696,612,3426,10,2,0,1,15,20,69,80,15701,0.199469198
